,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
50,2022-07-25 21:51:00,7/25/2022 21:58,IP Address,100,395,True,7/25/2022 21:58,R_2AHdPQJuXKnOI2L,,,,,anonymous,EN,,Yes,,Firefox,102,Linux x86_64,1440x900,Some,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Agree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Once a month,,arm4_interactive,62df4a06387d284d36055b04,62df4a06387d284d36055b04,4,0,Real,,Details,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/25/2022 22:04,7/25/2022 22:05,IP Address,100,59,True,7/25/2022 22:05,R_Dx8krvGd0s8OBgt,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,68.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,Details,,,,Real,,,True,False,7/25/2022 22:09,7/25/2022 22:11,IP Address,100.0,131.0,True,7/25/2022 22:11,R_33j2NgVDqmFVShc,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,3,4.0,0.0,Test Results are Incomplete,False,,24,False
48,2022-07-25 21:51:00,7/25/2022 21:57,IP Address,100,375,True,7/25/2022 21:57,R_2Bu4quB99L6OkP2,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Agree,Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Once a month,,arm4_interactive,6113134d4dfbf3cab02f77e2,6113134d4dfbf3cab02f77e2,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/25/2022 22:04,7/25/2022 22:06,IP Address,100,83,True,7/25/2022 22:06,R_Rz6lelaNBDntHmp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,25.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 22:15,7/25/2022 22:18,IP Address,100.0,168.0,True,7/25/2022 22:18,R_UFRIRtBPLSHvMzf,,,,,anonymous,EN,,,,,No,Often,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,False,False,4,4,4.0,0.0,Keep,False,False,24,False
45,2022-07-25 21:51:00,7/25/2022 21:55,IP Address,100,251,True,7/25/2022 21:55,R_2fqiz6fDhcG7Kdx,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Once a month,,arm1_control,611376827b20d44bbbdc2ab6,611376827b20d44bbbdc2ab6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:55,7/25/2022 21:56,IP Address,100,72,True,7/25/2022 21:56,R_3haWfITPgCkr2Ox,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,20.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Scam,,Details,Scam,,,Real,,,True,True,7/25/2022 22:01,7/25/2022 22:02,IP Address,100.0,87.0,True,7/25/2022 22:02,R_3imYtRNVszaSojp,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,$220 ,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,True,True,2,3,3.0,0.0,Keep,False,False,24,False
40,2022-07-25 21:51:00,7/25/2022 21:53,IP Address,100,129,True,7/25/2022 21:53,R_0HbUYhORoKGrUBz,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,None at all,Angry,Never,Government should do more to solve problems.,Slightly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Once a week,,arm1_control,62dcee50113c9fdd339d68cc,62dcee50113c9fdd339d68cc,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:53,7/25/2022 21:54,IP Address,100,33,True,7/25/2022 21:54,R_2dTqH8ugNwnIsp2,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,23.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,Click,,Real,,,Real,,,,,,Real,,,True,False,7/25/2022 21:57,7/25/2022 21:57,IP Address,100.0,55.0,True,7/25/2022 21:57,R_1GWw36RSoZzOsDM,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,1,1.0,0.0,Test Results are Incomplete,False,,24,False
39,2022-07-25 21:51:00,7/25/2022 21:53,IP Address,100,157,True,7/25/2022 21:53,R_2zbDOOrlFryasYQ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,,arm4_interactive,5b33034d975e260001e981c9,5b33034d975e260001e981c9,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/25/2022 21:56,7/25/2022 21:56,IP Address,100,25,True,7/25/2022 21:56,R_Ox9vaQAUtUAOUb7,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,26.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 21:58,7/25/2022 21:59,IP Address,100.0,36.0,True,7/25/2022 21:59,R_BQa4TldJbBlgpvH,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,0,0.0,0.0,Keep,False,False,24,False
44,2022-07-25 21:51:00,7/25/2022 21:55,IP Address,100,184,True,7/25/2022 21:55,R_2wHr4cw7FEmlnoI,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm1_control,60fc7a9a158b3b6d7ac83046,60fc7a9a158b3b6d7ac83046,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:55,7/25/2022 21:55,IP Address,100,50,True,7/25/2022 21:55,R_0VarHiC3LtsVjDH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,21.0,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Real,,,Scam,,,True,True,7/25/2022 22:00,7/25/2022 22:01,IP Address,100.0,53.0,True,7/25/2022 22:01,R_1LtH3Ov8NjsDb6H,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,2,1.0,0.0,Keep,False,False,24,False
37,2022-07-25 21:51:00,7/25/2022 21:52,IP Address,100,84,True,7/25/2022 21:52,R_3qlo1jrftqcdmJ4,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Android 11,412x823,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm1_control,615220b57cd6d1d3f7e031b2,615220b57cd6d1d3f7e031b2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:52,7/25/2022 21:53,IP Address,100,19,True,7/25/2022 21:53,R_1g78Fc6DOf8tkaG,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",21.0,Male,True,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/25/2022 21:54,7/25/2022 21:54,IP Address,100.0,37.0,True,7/25/2022 21:54,R_2QArViQGa3uT2YG,,,,,anonymous,EN,Other,No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,0,0.0,0.0,Too Fast,False,,24,False
46,2022-07-25 21:52:00,7/25/2022 21:55,IP Address,100,182,True,7/25/2022 21:55,R_ZIestJonnhO8F7H,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Once a week,,arm4_interactive,5e9ddc4566276314b99e15b1,5e9ddc4566276314b99e15b1,2,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,Click,Details,True,True,7/25/2022 21:59,7/25/2022 22:00,IP Address,100,42,True,7/25/2022 22:00,R_Ry5gEJnA7GIwRmp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,46.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,,Real,,,,,,Real,,,True,False,7/25/2022 22:02,7/25/2022 22:04,IP Address,100.0,74.0,True,7/25/2022 22:04,R_1ILfByLqzuLu8Uw,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,2,2.0,0.0,Test Results are Incomplete,False,,24,False
47,2022-07-25 21:52:00,7/25/2022 21:57,IP Address,100,284,True,7/25/2022 21:57,R_3sic2aJkQViwrXX,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,605fde8161a2b42f097e0314,605fde8161a2b42f097e0314,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:57,7/25/2022 21:58,IP Address,100,67,True,7/25/2022 21:58,R_3O8Kgqa6GvuFoZM,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Other,Bachelor degree,25.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Real,,,True,True,7/25/2022 22:02,7/25/2022 22:03,IP Address,100.0,67.0,True,7/25/2022 22:03,R_AiFVysQgt6fUWEV,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,3,2.0,0.0,Keep,False,False,24,False
42,2022-07-25 21:52:00,7/25/2022 21:54,IP Address,100,108,True,7/25/2022 21:54,R_27EiCGJ6zNLQdpP,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,385x854,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a week / Daily,,arm4_interactive,5f32ef71bff4620b6d480b30,5f32ef71bff4620b6d480b30,0,0,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,True,True,7/25/2022 21:56,7/25/2022 21:56,IP Address,100,30,True,7/25/2022 21:56,R_3Mhg4vhzJDcnLle,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",31.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/25/2022 21:57,7/25/2022 21:58,IP Address,100.0,58.0,True,7/25/2022 21:58,R_27v5XtI4d2YRfVy,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0,1.0,0.0,Too Fast,False,,24,False
38,2022-07-25 21:52:00,7/25/2022 21:53,IP Address,100,97,True,7/25/2022 21:53,R_3NJlGeS0fJNW1P2,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,412x892,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm1_control,5bf350a017a7de0001cf746a,5bf350a017a7de0001cf746a,3,0,Real,,,Real,,,Scam,,,Real,,,Real,Click,,Real,,,Real,,Details,Real,,,True,True,7/25/2022 21:53,7/25/2022 21:54,IP Address,100,35,True,7/25/2022 21:54,R_2zGt7E6fmbv3EAO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,Bachelor degree,32.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Both,,,Real,,Details,Real,,,Scam,,,Both,,,True,True,7/25/2022 21:55,7/25/2022 21:56,IP Address,100.0,38.0,True,7/25/2022 21:56,R_1hygGLwXGkwM4Bk,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,1,0.0,0.0,Too Fast,False,,24,False
49,2022-07-25 21:53:00,7/25/2022 21:57,IP Address,100,255,True,7/25/2022 21:57,R_5jP0L4pVodBiASZ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Once a month,,arm4_interactive,572d5b9e109ab60010517718,572d5b9e109ab60010517718,2,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/25/2022 22:01,7/25/2022 22:02,IP Address,100,34,True,7/25/2022 22:02,R_2c6MqmFRemmEf4z,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),,49.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/25/2022 22:06,7/25/2022 22:08,IP Address,100.0,120.0,True,7/25/2022 22:08,R_24kIJl0UVapmzUm,,,,,anonymous,EN,Other,No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,3,1,4.0,0.0,Keep,False,False,24,False
54,2022-07-25 21:54:00,7/25/2022 22:00,IP Address,100,351,True,7/25/2022 22:00,R_3RfmOZORFw2oSqF,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1680x1050,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,A few times a year,,arm4_interactive,5aedfba176b763000132f7fe,5aedfba176b763000132f7fe,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/25/2022 22:06,7/25/2022 22:06,IP Address,100,42,True,7/25/2022 22:06,R_3XjL2dRGvKHIoQV,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,36.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,,,,Scam,,,True,False,7/25/2022 22:12,7/25/2022 22:13,IP Address,100.0,81.0,True,7/25/2022 22:13,R_3sc7pnz28TIVr2i,,,,,anonymous,EN,Other,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,2,3.0,0.0,Test Results are Incomplete,False,,24,False
61,2022-07-25 21:54:00,7/25/2022 22:03,IP Address,100,497,True,7/25/2022 22:03,R_a41meZavb31OdNf,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Some,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Never,,arm4_interactive,627939eb7aa7638058b95994,627939eb7aa7638058b95994,1,0,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,True,True,7/25/2022 22:06,7/25/2022 22:08,IP Address,100,82,True,7/25/2022 22:08,R_2OVB8MeiRa9n0eo,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,26.0,Male,True,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,,Real,,,Scam,,,,,,Scam,,,True,False,7/25/2022 22:10,7/25/2022 22:11,IP Address,100.0,59.0,True,7/25/2022 22:11,R_2Y9Eaf63xxmvosR,,,,,anonymous,EN,Other,No,,No,Yes,Some of the time,Some of the time,Often,"No, the responses shouldn't be used.",True,1,True,True,False,4,4,1.0,0.0,Test Results are Incomplete,False,,24,False
52,2022-07-25 21:56:00,7/25/2022 22:00,IP Address,100,233,True,7/25/2022 22:00,R_2gjBrgI3NRxw19v,,,,,anonymous,EN,,Yes,,Safari,14.1.2,Macintosh,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm1_control,5c6f97ffd8ae4f000192fe18,5c6f97ffd8ae4f000192fe18,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:00,7/25/2022 22:01,IP Address,100,56,True,7/25/2022 22:01,R_125WT35G1SLhGLg,,,,,anonymous,EN,Retired,"$0 - $19,999",Hispanic,Bachelor degree,53.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 22:05,7/25/2022 22:06,IP Address,100.0,73.0,True,7/25/2022 22:06,R_UswPmgLW1jvv16N,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,3,2.0,0.0,Keep,False,False,24,False
53,2022-07-25 21:57:00,7/25/2022 22:00,IP Address,100,152,True,7/25/2022 22:00,R_2scpubt1kcGmn34,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1680x1050,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,62bdd8ea1de5b02c9ccb99fc,62bdd8ea1de5b02c9ccb99fc,3,0,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,Details,Scam,,Details,True,True,7/25/2022 22:01,7/25/2022 22:02,IP Address,100,24,True,7/25/2022 22:02,R_1rkXc2hxG0XtEwI,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,23.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:03,7/25/2022 22:04,IP Address,100.0,58.0,True,7/25/2022 22:04,R_3negCEvwSxbHzgn,,,,,anonymous,EN,Other,No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,0,1.0,0.0,Keep,False,False,24,False
