,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_medicareReview,Correct_benefitsSuspension,Correct_replacementCard,percentCorrect
66,2022-07-26 22:41:00,7/26/2022 22:46,IP Address,100,301,True,7/26/2022 22:46,R_3QFT7mAZ0rEbouC,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a week / Daily,,arm4_interactive,5c51074f7a16450001502f83,5c51074f7a16450001502f83,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 22:50,7/26/2022 22:51,IP Address,100.0,50.0,True,7/26/2022 22:51,R_5ifE7J3Y30dNZPH,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,41.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,True,True,7/26/2022 22:56,7/26/2022 22:57,IP Address,100.0,70.0,True,7/26/2022 22:57,R_1rvR3bV4Vib1KHe,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,2.0,2.0,0.0,Keep,False,False,24,False,90,W,U,16,41.0,1.0,1681.0,4.499809670330265,7,3.5,2.375,A few times a week / Daily,2.0,8,2,0,5,3,4,3,1,0,5,3,2,2,2,1,7,3,0,True,True,True,True,True,False,True,True,False,True,80.0
60,2022-07-26 22:41:00,7/26/2022 22:44,IP Address,100,165,True,7/26/2022 22:44,R_1FDvekdMg0tRk6d,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,412x823,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Strongly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,Slightly Disagree,,,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a month,,arm4_interactive,5f221ff61723a94977c920eb,5f221ff61723a94977c920eb,4,1,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,Details,True,True,7/26/2022 22:47,7/26/2022 22:48,IP Address,100.0,31.0,True,7/26/2022 22:48,R_2cBAnzdOQgKBzq6,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Graduate or professional degree,27.0,Female,True,Real,,,Scam,,Details,Real,Click,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,True,True,7/26/2022 22:52,7/26/2022 22:53,IP Address,100.0,58.0,True,7/26/2022 22:53,R_riGUaEIZ5wTWOCB,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,0.0,1.0,0.0,Keep,False,False,24,False,175,A,E,18,27.0,1.0,729.0,5.1647859739235145,7,,3.375,4,2.0,8,2,0,5,3,3,3,2,0,5,3,1,2,2,1,7,3,0,True,True,True,True,True,False,False,True,True,True,80.0
58,2022-07-26 22:41:00,7/26/2022 22:43,IP Address,100,129,True,7/26/2022 22:43,R_3qEYlAhYFqd3UR7,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Never,Government should do more to solve problems.,Strongly Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm4_interactive,5e09461913064422d0004ecf,5e09461913064422d0004ecf,0,0,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,True,True,7/26/2022 22:44,7/26/2022 22:45,IP Address,100.0,30.0,True,7/26/2022 22:45,R_2q9tGakziOOPor9,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,31.0,Other,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Real,,,True,True,7/26/2022 22:46,7/26/2022 22:47,IP Address,100.0,61.0,True,7/26/2022 22:47,R_yqKAwhocqIBfduN,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0.0,1.0,0.0,Keep,False,False,24,False,125,W,E,18,31.0,,961.0,4.8283137373023015,6,1.0,3.625,5,2.0,8,1,1,4,4,3,4,1,0,5,3,2,1,2,2,5,5,0,True,False,True,True,True,True,True,False,True,True,80.0
63,2022-07-26 22:41:00,7/26/2022 22:44,IP Address,100,214,True,7/26/2022 22:44,R_2CenjS79YxLtPUR,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,601x962,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,A few times a year,,arm1_control,62b674f342eb19fc64ed0646,62b674f342eb19fc64ed0646,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:44,7/26/2022 22:45,IP Address,100.0,49.0,True,7/26/2022 22:45,R_RmkNUkQQPBLYLU5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,44.0,Male,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/26/2022 22:47,7/26/2022 22:48,IP Address,100.0,68.0,True,7/26/2022 22:48,R_Ck5sauv1o679di9,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,2.0,2.0,0.0,Keep,False,False,24,False,90,W,E,14,44.0,0.0,1936.0,4.499809670330265,11,5.1,3.625,A few times a year,2.3333333333333335,6,3,1,4,2,1,3,2,0,4,2,1,0,1,2,7,3,0,True,False,True,False,False,True,False,True,True,True,60.0
69,2022-07-26 22:43:00,7/26/2022 22:47,IP Address,100,236,True,7/26/2022 22:47,R_31iNlIwGYZmYM92,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm1_control,58e92f81374191000112be09,58e92f81374191000112be09,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:47,7/26/2022 22:48,IP Address,100.0,65.0,True,7/26/2022 22:48,R_1gBkQynSJuBv5Lv,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,27.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Real,,Details,True,True,7/26/2022 22:50,7/26/2022 22:52,IP Address,100.0,74.0,True,7/26/2022 22:52,R_2aP4wh6rzI7cPUE,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,No,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,2,3.0,2.0,0.0,Keep,False,False,24,False,70,W,U,13,27.0,1.0,729.0,4.248495242049359,8,3.5,4.0,A few times a year,3.0,8,2,0,5,3,2,4,2,0,5,3,1,1,2,2,7,3,0,True,False,True,True,True,True,False,True,True,True,80.0
71,2022-07-26 22:43:00,7/26/2022 22:47,IP Address,100,274,True,7/26/2022 22:47,R_Rk5LRgFyS9J0SyZ,,,,,anonymous,EN,,Yes,,Chrome,93.0.4577.107,CrOS x86_64 14092.77.0,1366x768,None at all,Angry,Never,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,,arm4_interactive,62e0446056fc640d015beca1,62e0446056fc640d015beca1,4,1,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 22:55,7/26/2022 22:55,IP Address,100.0,52.0,True,7/26/2022 22:55,R_10oxfsd5TEd5CFV,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,20.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,Details,Real,Click,,Scam,,Details,Scam,,,Scam,,,Real,,Details,True,True,7/26/2022 23:01,7/26/2022 23:02,IP Address,100.0,62.0,True,7/26/2022 23:02,R_2yjQjj1uhDxRxkw,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,3,2.0,1.0,0.0,Keep,False,False,24,False,30,W,U,13,20.0,0.0,400.0,3.4011973816621555,4,1.0,1.25,A few times a year,2.0,7,1,2,3,4,3,3,1,0,5,2,2,1,2,1,4,6,0,True,True,True,True,False,False,True,False,True,True,70.0
78,2022-07-26 22:46:00,7/26/2022 22:51,IP Address,100,306,True,7/26/2022 22:51,R_2itUcZeBu0zfVIZ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,A few times a week / Daily,,arm4_interactive,62dce290def297143acfdda1,62dce290def297143acfdda1,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/26/2022 22:55,7/26/2022 22:56,IP Address,100.0,39.0,True,7/26/2022 22:56,R_1OIk46KFwR6BvqO,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",Hispanic,Bachelor degree,25.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/26/2022 22:59,7/26/2022 23:00,IP Address,100.0,69.0,True,7/26/2022 23:00,R_yjVMKARy3dZku77,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,1.0,2.0,0.0,Keep,False,False,24,False,30,H,U,16,25.0,0.0,625.0,3.4011973816621555,9,4.0,2.125,A few times a week / Daily,2.0,10,0,0,5,5,4,4,2,0,6,4,2,2,2,2,5,5,0,True,True,True,True,True,True,True,True,True,True,100.0
75,2022-07-26 22:46:00,7/26/2022 22:50,IP Address,100,231,True,7/26/2022 22:50,R_1g2x6A0xgtFi5Pn,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Never,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Once a month,,arm1_control,5d1e2c7cb37fa600189cd759,5d1e2c7cb37fa600189cd759,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:50,7/26/2022 22:52,IP Address,100.0,92.0,True,7/26/2022 22:52,R_3qCCARvY6CenuIP,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,35.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,Click,,Real,,Details,Scam,,,Scam,,,Real,,Details,True,True,7/26/2022 22:55,7/26/2022 22:56,IP Address,100.0,48.0,True,7/26/2022 22:56,R_DUb74DzQ5e0vdAd,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,4.0,0.0,0.0,Keep,False,False,24,False,30,W,E,13,35.0,0.0,1225.0,3.4011973816621555,6,2.8,3.75,4,1.0,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,True,True,True,True,True,False,False,False,True,True,70.0
79,2022-07-26 22:46:00,7/26/2022 22:52,IP Address,100,335,True,7/26/2022 22:52,R_1r0KAkQMd01TT9u,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm4_interactive,5f9680c928b51354f0244d31,5f9680c928b51354f0244d31,4,1,Real,,Details,Real,,,Scam,,Details,Real,,,Real,Click,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 22:56,7/26/2022 22:57,IP Address,100.0,46.0,True,7/26/2022 22:57,R_Dlad6JLQEUFRS7f,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",Hispanic,Bachelor degree,27.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,Click,,Real,,Details,Scam,,,Scam,,,Real,,Details,True,True,7/26/2022 23:01,7/26/2022 23:02,IP Address,100.0,75.0,True,7/26/2022 23:02,R_24GYJ7pwAqyvrZG,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Not Sure,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,2.0,2.0,0.0,Keep,False,False,24,False,70,H,U,16,27.0,0.0,729.0,4.248495242049359,7,4.1,4.0,A few times a week / Daily,1.0,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,True,True,True,True,True,False,False,False,True,True,70.0
80,2022-07-26 22:49:00,7/26/2022 22:52,IP Address,100,184,True,7/26/2022 22:52,R_3G39FT5KamTklub,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Once a month,,arm1_control,610b88a14eed14f2b8b17b86,610b88a14eed14f2b8b17b86,3,5,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:52,7/26/2022 22:53,IP Address,100.0,55.0,True,7/26/2022 22:53,R_RIIp88o4z6A6g0N,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",Asian American or Asian,Some college but no degree,22.0,Female,True,Real,Click,,Scam,,,Real,Click,,Scam,Click,,Real,Click,Details,Scam,Click,,Real,,Details,Scam,,,Scam,,,Real,,Details,True,True,7/26/2022 22:58,7/26/2022 22:59,IP Address,100.0,52.0,True,7/26/2022 22:59,R_1OAIWxpPPpGFcUs,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,2.0,1.0,0.0,Keep,False,False,24,False,125,A,U,13,22.0,1.0,484.0,4.8283137373023015,8,4.0,2.625,4,2.0,8,1,1,4,4,3,4,1,0,4,4,1,2,2,2,5,5,0,True,True,True,True,True,True,False,False,True,True,80.0
83,2022-07-26 22:52:00,7/26/2022 22:55,IP Address,100,147,True,7/26/2022 22:55,R_21zSKCqxBoqEmOa,,,,,anonymous,EN,,Yes,,Opera,88.0.4412.85,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,A few times a year,,arm4_interactive,62bf498225d76690dec43d8f,62bf498225d76690dec43d8f,0,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 22:58,7/26/2022 22:58,IP Address,100.0,24.0,True,7/26/2022 22:58,R_1NfxXEySMzZ1srI,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",18.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 23:01,7/26/2022 23:02,IP Address,100.0,69.0,True,7/26/2022 23:02,R_8Dk38kTqIVvyhah,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Not Sure,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0.0,2.0,0.0,Keep,False,False,24,False,30,W,U,12,18.0,0.0,324.0,3.4011973816621555,8,4.3,2.75,A few times a year,2.0,8,1,1,4,4,2,4,2,0,4,4,0,2,2,2,5,5,0,True,True,True,True,True,True,False,True,True,False,80.0
84,2022-07-26 22:54:00,7/26/2022 22:57,IP Address,100,160,True,7/26/2022 22:57,R_ODXAQf2syTCr7dn,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Disagree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Once a month,,arm1_control,5ee138e603074250cc12b4a3,5ee138e603074250cc12b4a3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:57,7/26/2022 22:58,IP Address,100.0,65.0,True,7/26/2022 22:58,R_1lc8Qtab1zMfZb8,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",Asian American or Asian,Bachelor degree,28.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Real,,Details,True,True,7/26/2022 23:05,7/26/2022 23:06,IP Address,100.0,57.0,True,7/26/2022 23:06,R_SYMvP7iUJFe9Rkt,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,3.0,1.0,0.0,Keep,False,False,24,False,70,A,U,16,28.0,0.0,784.0,4.248495242049359,5,2.6,3.25,4,3.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,90.0
87,2022-07-26 22:57:00,7/26/2022 23:00,IP Address,100,185,True,7/26/2022 23:00,R_1H2Cwbye7TiijaQ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,432x960,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm1_control,57d810f1813eb30001825b65,57d810f1813eb30001825b65,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 23:00,7/26/2022 23:01,IP Address,100.0,38.0,True,7/26/2022 23:01,R_3qPXaPQR0lSLs7M,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,46.0,Male,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,True,True,7/26/2022 23:04,7/26/2022 23:06,IP Address,100.0,100.0,True,7/26/2022 23:06,R_21FfbntTJxIjsU0,,,,,anonymous,EN,Someone claiming to be from the company where you work (but wasn't),No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,1.0,4.0,0.0,Keep,False,False,24,False,60,W,E,16,46.0,0.0,2116.0,4.0943445622221,6,4.1,2.75,5,1.0,7,3,0,5,2,3,2,2,0,4,3,1,2,1,1,8,2,0,True,True,True,False,True,False,False,True,True,True,70.0
