,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
42,2022-07-24 20:02:00,7/24/2022 20:06,IP Address,100,221,True,7/24/2022 20:06,R_2f28LNTdHkEJVhE,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,A few times a week / Daily,,arm1_control,62bc7cc9df0899cedbbca571,62bc7cc9df0899cedbbca571,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:06,7/24/2022 20:06,IP Address,100,49,True,7/24/2022 20:06,R_PUwCGjznwgbEUI9,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,27.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:08,7/24/2022 20:09,IP Address,100.0,66.0,True,7/24/2022 20:09,R_1guq5HZx0r5peFa,,,,,anonymous,EN,Other,No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,2,2.0,0.0,Keep,False,False,24,False
39,2022-07-24 20:02:00,7/24/2022 20:04,IP Address,100,130,True,7/24/2022 20:04,R_3MDtEhAaMOT5pvZ,,,,,anonymous,EN,,Yes,,Safari iPhone,14.1.1,iPhone,375x667,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Once a month,,arm4_interactive,560ff9897ffc8a000f8112ff,560ff9897ffc8a000f8112ff,0,0,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,True,True,7/24/2022 20:07,7/24/2022 20:07,IP Address,100,35,True,7/24/2022 20:07,R_3ER4Cj7vOterx0m,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,55.0,Female,True,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:08,7/24/2022 20:09,IP Address,100.0,31.0,True,7/24/2022 20:09,R_3NKGuga0HDEIMQB,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,1,0.0,0.0,Keep,False,False,24,False
44,2022-07-24 20:04:00,7/24/2022 20:06,IP Address,100,119,True,7/24/2022 20:06,R_3hrKMm86j7fo3vp,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm4_interactive,60fcd720aec8e3a2bdc414a9,60fcd720aec8e3a2bdc414a9,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,Details,Scam,,Details,True,True,7/24/2022 20:09,7/24/2022 20:10,IP Address,100,26,True,7/24/2022 20:10,R_1MRjc1gL3ffjoHR,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",Hispanic,Bachelor degree,30.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:11,7/24/2022 20:12,IP Address,100.0,35.0,True,7/24/2022 20:12,R_2qCRmAMMcJAVL2Q,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,0,0,0.0,0.0,Too Fast,False,,24,False
45,2022-07-24 20:04:00,7/24/2022 20:07,IP Address,100,178,True,7/24/2022 20:07,R_W9fZt62yRkM92Jr,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm1_control,5c071dcf711f240001767fdf,5c071dcf711f240001767fdf,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:07,7/24/2022 20:09,IP Address,100,108,True,7/24/2022 20:09,R_Z7Web3vnQlPqBrz,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,26.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/24/2022 20:17,7/24/2022 20:18,IP Address,100.0,74.0,True,7/24/2022 20:18,R_1QMBLWefqVl6krM,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't)",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,4,2.0,0.0,Keep,False,False,24,False
46,2022-07-24 20:04:00,7/24/2022 20:07,IP Address,100,172,True,7/24/2022 20:07,R_bIptQieuXxYnJlf,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,375x812,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,A few times a week / Daily,,arm1_control,5588d00bfdf99b304dd47ceb,5588d00bfdf99b304dd47ceb,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:07,7/24/2022 20:08,IP Address,100,40,True,7/24/2022 20:08,R_2VwNBy1f96BczrJ,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,40.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,,,,Scam,,,True,False,7/24/2022 20:10,7/24/2022 20:12,IP Address,100.0,82.0,True,7/24/2022 20:12,R_11i2PBSNSIqCQza,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,1,3.0,0.0,Test Results are Incomplete,False,,24,False
47,2022-07-24 20:04:00,7/24/2022 20:10,IP Address,100,343,True,7/24/2022 20:10,R_2ztCO4AH1EcwSPu,,,,,anonymous,EN,,Yes,,Safari iPhone,15.6,iPhone,428x926,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,62d824dbb3463cc4de759f40,62d824dbb3463cc4de759f40,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/24/2022 20:12,7/24/2022 20:13,IP Address,100,35,True,7/24/2022 20:13,R_278Vl2FegJIi7aQ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,29.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,,,,Real,,,True,False,7/24/2022 20:16,7/24/2022 20:17,IP Address,100.0,53.0,True,7/24/2022 20:17,R_ZmWquwkNsG0RX8d,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,1,1.0,0.0,Test Results are Incomplete,False,,24,False
48,2022-07-24 20:04:00,7/24/2022 20:11,IP Address,100,384,True,7/24/2022 20:11,R_BwVC2ygX20draP7,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,384x854,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Once a week,,arm4_interactive,62b0b4aa5eabb603ddf7bb58,62b0b4aa5eabb603ddf7bb58,3,3,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/24/2022 20:20,7/24/2022 20:21,IP Address,100,74,True,7/24/2022 20:21,R_PAFmQ7m9bWLWjtf,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,62.0,Female,True,Real,,,Scam,,Details,Real,Click,,Real,Click,,Real,,Details,Scam,Click,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:29,7/24/2022 20:30,IP Address,100.0,95.0,True,7/24/2022 20:30,R_2AZ6bNmetMu938B,,,,,anonymous,EN,,,,,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,False,False,4,3,3.0,0.0,Keep,False,False,24,False
51,2022-07-24 20:06:00,7/24/2022 20:11,IP Address,100,316,True,7/24/2022 20:11,R_8qP23QrIDEbKjpD,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,360x780,None at all,Angry,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,A few times a week / Daily,,arm4_interactive,614dec5b20e5ff51eec1fbb3,614dec5b20e5ff51eec1fbb3,3,0,Real,,Details,Real,Click,,Scam,,Details,Real,,,Real,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/24/2022 20:17,7/24/2022 20:18,IP Address,100,36,True,7/24/2022 20:18,R_1IuhgPLEHi8pgs4,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,42.0,Female,True,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,7/24/2022 20:22,7/24/2022 20:23,IP Address,100.0,77.0,True,7/24/2022 20:23,R_12EZjs72U9zrVoT,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,1,2.0,0.0,Keep,False,False,24,False
50,2022-07-24 20:07:00,7/24/2022 20:11,IP Address,100,246,True,7/24/2022 20:11,R_1f8I451AaOLlm5B,,,,,anonymous,EN,,Yes,,Safari iPhone,14.1.2,iPhone,414x896,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A few times a year,,arm1_control,610080ad2ac3f5037a48d318,610080ad2ac3f5037a48d318,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:11,7/24/2022 20:12,IP Address,100,56,True,7/24/2022 20:12,R_1GUoRNKdY5C9nnA,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some high school,23.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,,,,Real,,,True,False,7/24/2022 20:15,7/24/2022 20:17,IP Address,100.0,89.0,True,7/24/2022 20:17,R_1GB0JSXTPGV7EDI,,,,,anonymous,EN,Other,No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,3,3.0,0.0,Test Results are Incomplete,False,,24,False
66,2022-07-24 20:08:00,7/24/2022 20:20,IP Address,100,730,True,7/24/2022 20:20,R_3nkkErrafSqiiic,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Quite a lot,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Slightly Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Once a week,,arm1_control,62ca4ad19cb17ebe5531e04f,62ca4ad19cb17ebe5531e04f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:20,7/24/2022 20:23,IP Address,100,139,True,7/24/2022 20:23,R_1Cjrfl6Kq2jB3K5,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",African American or African (Non-Hispanic),Associate degree,46.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:37,7/24/2022 20:41,IP Address,100.0,199.0,True,7/24/2022 20:41,R_dmMt84I8RqUQ62d,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Keep,False,False,24,False
52,2022-07-24 20:08:00,7/24/2022 20:11,IP Address,100,185,True,7/24/2022 20:11,R_eDPorqkurYjMBcl,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,825x1318,Some,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,A few times a week / Daily,,arm1_control,60652e0a60b1c2e3277cd6fd,60652e0a60b1c2e3277cd6fd,3,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:11,7/24/2022 20:12,IP Address,100,49,True,7/24/2022 20:12,R_2RahYgEI5HmH6hS,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some high school,42.0,Male,True,Real,,,Scam,,Details,Real,Click,,Scam,,,Real,Click,Details,Scam,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:18,7/24/2022 20:20,IP Address,100.0,134.0,True,7/24/2022 20:20,R_1QfqmHuaWJT5Qih,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,2,4.0,0.0,Keep,False,False,24,False
53,2022-07-24 20:08:00,7/24/2022 20:11,IP Address,100,213,True,7/24/2022 20:11,R_1Dp42WBZOng1esr,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,58715595a346230001067a30,58715595a346230001067a30,4,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/24/2022 20:15,7/24/2022 20:15,IP Address,100,41,True,7/24/2022 20:15,R_1Nz6sHjFZIqAXia,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,33.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Real,,,True,True,7/24/2022 20:20,7/24/2022 20:21,IP Address,100.0,55.0,True,7/24/2022 20:21,R_3HFvmTewOyGGXXz,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,1,1.0,0.0,Keep,False,False,24,False
54,2022-07-24 20:08:00,7/24/2022 20:12,IP Address,100,219,True,7/24/2022 20:12,R_3ldBNgp9K9jKoDf,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,414x896,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,60ffa6897fb3a9fe511b34d1,60ffa6897fb3a9fe511b34d1,3,0,Real,,,Real,,,Scam,,Details,Real,,,Real,Click,,Real,,,Real,,Details,Real,,Details,True,True,7/24/2022 20:15,7/24/2022 20:16,IP Address,100,41,True,7/24/2022 20:16,R_0v5QqMfoP9iMJiN,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,28.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,,,,Real,,,True,False,7/24/2022 20:18,7/24/2022 20:19,IP Address,100.0,65.0,True,7/24/2022 20:19,R_1pzYKRcKLo98W3T,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,1,2.0,0.0,Test Results are Incomplete,False,,24,False
55,2022-07-24 20:09:00,7/24/2022 20:12,IP Address,100,162,True,7/24/2022 20:12,R_3PSvU3QAM5EYEhP,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,412x892,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5bf350a017a7de0001cf746a,5bf350a017a7de0001cf746a,3,0,Real,,,Real,,,Scam,,,Real,,,Real,Click,,Real,,,Real,,Details,Real,,,True,True,7/24/2022 20:14,7/24/2022 20:15,IP Address,100,27,True,7/24/2022 20:15,R_2fcIG9KSEP3OumD,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,Bachelor degree,32.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:17,7/24/2022 20:18,IP Address,100.0,50.0,True,7/24/2022 20:18,R_3m9POZ7w9qwrFIq,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,0,1.0,0.0,Keep,False,False,24,False
49,2022-07-24 20:09:00,7/24/2022 20:11,IP Address,100,103,True,7/24/2022 20:11,R_CevMYj8Ne755rUZ,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.62,Windows NT 10.0,1920x1080,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,,arm1_control,616b2966d0aee4f9879a656b,616b2966d0aee4f9879a656b,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:11,7/24/2022 20:11,IP Address,100,32,True,7/24/2022 20:11,R_CdeQVynhAiWmYKZ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,39.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:15,7/24/2022 20:16,IP Address,100.0,35.0,True,7/24/2022 20:16,R_2eOnyU9pkOWg7YT,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0,0.0,0.0,Too Fast,False,,24,False
65,2022-07-24 20:09:00,7/24/2022 20:20,IP Address,100,645,True,7/24/2022 20:20,R_27ascblhdCJfZza,,,,,anonymous,EN,,Yes,,Safari,15.5,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Agree,Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm4_interactive,6108cf43ced91eae8decfb72,6108cf43ced91eae8decfb72,3,0,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,Click,Details,Scam,,Details,True,True,7/24/2022 20:24,7/24/2022 20:25,IP Address,100,26,True,7/24/2022 20:25,R_3lEb1RO2wrTUbo0,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,22.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,,,,Scam,,,True,False,7/24/2022 20:27,7/24/2022 20:28,IP Address,100.0,52.0,True,7/24/2022 20:28,R_3RqOOPjyHqEYK3l,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,4,0,1.0,0.0,Test Results are Incomplete,False,,24,False
