StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,PID
7/30/2022 9:51,7/30/2022 9:52,100,65,TRUE,7/30/2022 9:52,R_1H2lENAskuJhvU2,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e2e7d79acf5fe45b62f859a
7/30/2022 9:52,7/30/2022 9:53,100,66,TRUE,7/30/2022 9:53,R_ekvoEixF5RQAatj,Other,No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",5dcefcd0307b8d05031d7264
7/30/2022 9:51,7/30/2022 9:53,100,82,TRUE,7/30/2022 9:53,R_3dEBO0fiOIB6vQg,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",Not Sure,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",5e556536e1cbcd56c3a50342
7/30/2022 9:52,7/30/2022 9:53,100,52,TRUE,7/30/2022 9:53,R_1puLem66K7eGyLp,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6154973c69da7c97996a19f6
7/30/2022 9:52,7/30/2022 9:53,100,52,TRUE,7/30/2022 9:53,R_1kN7EmSvAHU52q4,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5b48a9e14acd54000132a67f
7/30/2022 9:52,7/30/2022 9:53,100,50,TRUE,7/30/2022 9:53,R_aV2OKEv3J59mTHX,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't)",No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",60e88e0b7d305b5fbae3ebef
7/30/2022 9:52,7/30/2022 9:54,100,84,TRUE,7/30/2022 9:54,R_7NCAgYAuUmZearL,Other,Yes,$300 ,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",61006ef3807f07d9c81dd300
7/30/2022 9:52,7/30/2022 9:54,100,76,TRUE,7/30/2022 9:54,R_9nrrV0QVx2R1INH,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",5a61207cc0d8360001078f07
7/30/2022 9:52,7/30/2022 9:54,100,86,TRUE,7/30/2022 9:54,R_2ze94zv2KoO9rNC,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ebc70e8d7a1780bedd1514e
7/30/2022 9:53,7/30/2022 9:54,100,82,TRUE,7/30/2022 9:54,R_1FlBERLZtg5NFGK,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5f326f3697c53601f394368a
7/30/2022 9:53,7/30/2022 9:54,100,70,TRUE,7/30/2022 9:54,R_1IlWp8X8F3KpzSU,Someone claiming to be from the IRS (but wasn't),No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6134d8a566bc3dffe880e879
7/30/2022 9:54,7/30/2022 9:55,100,61,TRUE,7/30/2022 9:55,R_cuautjhlFD6JBJL,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5765b92cf96b100001f64c9a
7/30/2022 9:54,7/30/2022 9:56,100,84,TRUE,7/30/2022 9:56,R_2DXDOk9aluNtqgy,Someone selling fraudulent goods or services,No,,No,No,Often,Some of the time,Some of the time,"Yes, use the responses.",5c1bc0ab84ff14000184c2ce
7/30/2022 9:55,7/30/2022 9:56,100,56,TRUE,7/30/2022 9:56,R_3Hh9IKw5HRgcmKJ,Someone selling fraudulent goods or services,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5dce29700ad506063969a4a5
7/30/2022 9:55,7/30/2022 9:56,100,57,TRUE,7/30/2022 9:56,R_1MYbSLWVKRTvPvd,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",57272517e386b9000e3e2b72
7/30/2022 9:55,7/30/2022 9:56,100,61,TRUE,7/30/2022 9:56,R_ysdSOrr0xWTyfIZ,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5c52f898110c55000144bf18
7/30/2022 9:56,7/30/2022 9:56,100,55,TRUE,7/30/2022 9:56,R_1QEiVkMXkLUUDMQ,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",5b2870cf7f78160001465bf9
7/30/2022 9:55,7/30/2022 9:57,100,95,TRUE,7/30/2022 9:57,R_3qk9jzSZqK9g78W,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6298fbc8e35ae6800ccb3128
7/30/2022 9:56,7/30/2022 9:57,100,50,TRUE,7/30/2022 9:57,R_1FaA6beHoQVdnyV,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",612e7ef85edba8d26ef96c99
7/30/2022 9:56,7/30/2022 9:57,100,59,TRUE,7/30/2022 9:57,R_3ozM75YH0SIIFXB,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",606e49629d86f881366da9a2
7/30/2022 9:56,7/30/2022 9:58,100,80,TRUE,7/30/2022 9:58,R_3CDEVzQWsf6S3gc,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62b077136224952ffd679d48
7/30/2022 9:57,7/30/2022 9:58,100,40,TRUE,7/30/2022 9:58,R_bPdi1mGpVfKyXst,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5c830a66d6a4d0000164097d
7/30/2022 9:57,7/30/2022 9:58,100,27,TRUE,7/30/2022 9:58,R_p6OvW9RF02NJJwB,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",628657b7caedf309ae8e806e
7/30/2022 9:57,7/30/2022 9:58,100,58,TRUE,7/30/2022 9:58,R_1dhMtWlAptXIiln,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ef246c6d2b9060809858e7e
7/30/2022 9:57,7/30/2022 9:59,100,70,TRUE,7/30/2022 9:59,R_2zJ8LJRj85MOJR7,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d751c07515c8b0017ed08fc
7/30/2022 9:58,7/30/2022 9:59,100,54,TRUE,7/30/2022 9:59,R_T7qFbGlmZza6ShX,Someone selling fraudulent goods or services,No,,No,,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6111a5a887b188d6038ae741
7/30/2022 9:58,7/30/2022 9:59,100,28,TRUE,7/30/2022 9:59,R_3QVKrgB1hcDZ91O,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",610788a1a10c13832d256ee1
7/30/2022 9:57,7/30/2022 9:59,100,116,TRUE,7/30/2022 9:59,R_BGmXrcppQvzzyhz,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62b5da77688feb883eba275d
7/30/2022 9:59,7/30/2022 10:00,100,45,TRUE,7/30/2022 10:00,R_2YsQLdnzzodMEmq,,,,,No,Often,Some of the time,Often,"Yes, use the responses.",60de263c69ce74cd6a2d11d8
7/30/2022 9:59,7/30/2022 10:00,100,55,TRUE,7/30/2022 10:00,R_vjGB1Lz5a45tFNn,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60abd5ba97921106bca53aff
7/30/2022 9:59,7/30/2022 10:00,100,56,TRUE,7/30/2022 10:00,R_smPwq8ZO74iWzGV,Someone selling fraudulent goods or services,Yes,200,Yes,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5e1b725de8a663380249e8f9
7/30/2022 9:59,7/30/2022 10:00,100,78,TRUE,7/30/2022 10:00,R_2ZC9Tjn32Ei3lFP,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Often,Often,Often,"Yes, use the responses.",56e6a66af6ed900006a5867c
7/30/2022 9:59,7/30/2022 10:00,100,58,TRUE,7/30/2022 10:00,R_qCkWMeYeEgabjc5,Other,No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",62e057323b4ee04dd8f508f6
7/30/2022 10:00,7/30/2022 10:00,100,37,TRUE,7/30/2022 10:00,R_3CTlJQRvEeLg1vH,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,Not Sure,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5fadeb340e10471fdeb5fbf5
7/30/2022 10:00,7/30/2022 10:01,100,64,TRUE,7/30/2022 10:01,R_1etOhaCuTns1xGB,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f4d07b4fae27694de8f5af1
7/30/2022 9:59,7/30/2022 10:01,100,90,TRUE,7/30/2022 10:01,R_XuiYMibrCuaqau5,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",628b8df25b434f5840a2b3b4
7/30/2022 9:58,7/30/2022 10:01,100,197,TRUE,7/30/2022 10:01,R_2aqrbUm7PwqdpRT,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62448f31d583f12a4bf7d2b2
7/30/2022 10:01,7/30/2022 10:02,100,44,TRUE,7/30/2022 10:02,R_zZL3gcdXVdr8Ttf,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5f7d3f1bca7747219c31c905
7/30/2022 10:01,7/30/2022 10:02,100,60,TRUE,7/30/2022 10:02,R_1CCrZBg04DZvRU9,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ea0f8b65669f80008176bec
7/30/2022 10:01,7/30/2022 10:03,100,74,TRUE,7/30/2022 10:03,R_6sqCwGhZDRE4Eoh,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6292b067640a48f062a9bfbc
7/30/2022 10:01,7/30/2022 10:03,100,107,TRUE,7/30/2022 10:03,R_31zsU8OROmBvQlo,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5d69678bf4d251001c0f81f3
7/30/2022 10:02,7/30/2022 10:03,100,69,TRUE,7/30/2022 10:03,R_ToY9cNumrhYaXDj,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5d016916c12fb900015320ea
7/30/2022 10:03,7/30/2022 10:03,100,52,TRUE,7/30/2022 10:03,R_1LMbhkdtbUdtp6X,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d8998025e8a740001d6e2f1
7/30/2022 10:03,7/30/2022 10:04,100,70,TRUE,7/30/2022 10:04,R_5gUHxhtR4WjVzhL,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",62b9be2d34a053c8a3c0df16
7/30/2022 10:02,7/30/2022 10:04,100,88,TRUE,7/30/2022 10:04,R_12KkdvWAW6URMIa,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",6045267ffa48c161ab686843
7/30/2022 10:03,7/30/2022 10:05,100,114,TRUE,7/30/2022 10:05,R_1pA7efeguwpbX9D,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't)",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6272ae90bcc3709d723d1d2b
7/30/2022 10:03,7/30/2022 10:05,100,122,TRUE,7/30/2022 10:05,R_3LiEH3kcDSlEexe,Someone otherwise claiming to be from an organization or group they weren't really from,Yes,750,Not Sure,No,Often,Some of the time,Often,"Yes, use the responses.",5fecec76827f81eea8e1796d
7/30/2022 10:01,7/30/2022 10:05,100,274,TRUE,7/30/2022 10:05,R_2VBGn1OQZNkXKG1,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",55b424e1fdf99b526efcf8d0
7/30/2022 10:05,7/30/2022 10:05,100,58,TRUE,7/30/2022 10:05,R_2PBSJ2IQWQFM2KN,,,,,No,Often,Some of the time,Some of the time,"Yes, use the responses.",5e26341c63251a881e185ecf
7/30/2022 10:04,7/30/2022 10:06,100,75,TRUE,7/30/2022 10:06,R_1EijZUIylrFoqgq,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60f3c1b003bbf8263f002824
7/30/2022 10:04,7/30/2022 10:06,100,92,TRUE,7/30/2022 10:06,R_1f1Lc1W1OM6FSrs,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",614567082fec2310a398592e
7/30/2022 10:04,7/30/2022 10:06,100,84,TRUE,7/30/2022 10:06,R_2S5XEkW8uS6Q6fa,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5dd33f6b2091e93579973754
7/30/2022 10:05,7/30/2022 10:06,100,54,TRUE,7/30/2022 10:06,R_2aJL9HwVcE3D0dy,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",5a443703daea400001ac2859
7/30/2022 10:05,7/30/2022 10:06,100,54,TRUE,7/30/2022 10:06,R_3qUaklE3fw8lnqx,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",611090ed2ebe113e53ed295e
7/30/2022 10:05,7/30/2022 10:06,100,75,TRUE,7/30/2022 10:06,R_29mnC9ZRIfouBqa,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",61075af85969d97b256603cc
7/30/2022 10:05,7/30/2022 10:07,100,76,TRUE,7/30/2022 10:07,R_yZItaulrheGg89j,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5a7618b18fe2dc0001057243
7/30/2022 10:06,7/30/2022 10:07,100,60,TRUE,7/30/2022 10:07,R_3KSXNNkYVOPQpCj,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",5f220462c16ecb68c97ccad9
7/30/2022 10:06,7/30/2022 10:07,100,61,TRUE,7/30/2022 10:07,R_2w5F1GJrLrEe6Lb,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6294b7757eb00f267b1caa98
7/30/2022 10:06,7/30/2022 10:07,100,94,TRUE,7/30/2022 10:07,R_1mRzpkWukdrpZi6,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",60e61c77014244762b8a13e2
7/30/2022 10:06,7/30/2022 10:07,100,80,TRUE,7/30/2022 10:07,R_2yq1QR0tMm60OHa,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,100,No,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",586974bc127d7700018b0e1c
7/30/2022 10:04,7/30/2022 10:08,100,198,TRUE,7/30/2022 10:08,R_wN1Fbvc8JKaVTdD,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5a4f6c4b5f741700018a79a8
7/30/2022 10:07,7/30/2022 10:08,100,97,TRUE,7/30/2022 10:08,R_21nuE5ybmb5fSYW,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5859285b73f2620001c21bb8
7/30/2022 10:08,7/30/2022 10:08,100,54,TRUE,7/30/2022 10:08,R_2YV1REuH8W1XWI2,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d29cc8869a747001acdb3c1
7/30/2022 10:08,7/30/2022 10:09,100,67,TRUE,7/30/2022 10:09,R_1JD8lGe65ef0Tco,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",56bb6812bf2129000b53ce26
7/30/2022 10:06,7/30/2022 10:10,100,209,TRUE,7/30/2022 10:10,R_1FEUpT8Cildu13w,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Not Sure,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5a638189c0d836000107b798
7/30/2022 10:09,7/30/2022 10:10,100,53,TRUE,7/30/2022 10:10,R_3QDCjS5IP0jJTM6,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62ddaf6866360121676c29c3
7/30/2022 10:10,7/30/2022 10:11,100,64,TRUE,7/30/2022 10:11,R_zcEKe5lQ6S2PDnb,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60d7558fd3a01169626ae963
7/30/2022 10:10,7/30/2022 10:11,100,95,TRUE,7/30/2022 10:11,R_3kukEsCy5QlWFDD,,,,,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",5e8537fe23609011fe987ca7
7/30/2022 10:11,7/30/2022 10:12,100,60,TRUE,7/30/2022 10:12,R_1hzD7gQUWYxvAXV,Someone claiming to be from the IRS (but wasn't),No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",61363ce02e6022a741d63a6e
7/30/2022 10:11,7/30/2022 10:12,100,40,TRUE,7/30/2022 10:12,R_OBz2dLLrJAvrImB,Someone claiming to be from the IRS (but wasn't),No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6132542039ead71f30971bd6
7/30/2022 10:11,7/30/2022 10:12,100,73,TRUE,7/30/2022 10:12,R_2VPU7yZUQuLoHli,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ff3c8f2bbdf7fa0ee8ffed9
7/30/2022 10:11,7/30/2022 10:12,100,49,TRUE,7/30/2022 10:12,R_1Qhbov1EzVAkaND,Someone selling fraudulent goods or services,No,,No,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",60ff3ccd8469031d3dc3bb5d
7/30/2022 10:11,7/30/2022 10:12,100,77,TRUE,7/30/2022 10:12,R_VVjQyQAULJZcg2R,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Often,"Yes, use the responses.",5dd55746f3b7c2503ad3eb7e
7/30/2022 10:11,7/30/2022 10:12,100,61,TRUE,7/30/2022 10:12,R_1FJtGi4JsEhaQnd,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,350,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5dac4dad5e53cc001499f1f6
7/30/2022 10:12,7/30/2022 10:13,100,38,TRUE,7/30/2022 10:13,R_doPXhmIv1aynkOJ,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60fee6ac4251e521b4546f1d
7/30/2022 10:12,7/30/2022 10:13,100,53,TRUE,7/30/2022 10:13,R_22xJtE3MFQXVYud,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Not Sure,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",611c560d1058960cc2b5deff
7/30/2022 10:12,7/30/2022 10:13,100,56,TRUE,7/30/2022 10:13,R_3CNJJNrjZ655p8y,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",62962c18b210880e85c1fc8e
7/30/2022 10:12,7/30/2022 10:13,100,39,TRUE,7/30/2022 10:13,R_3MSW7E1wxq12JfM,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62dbcc6f4bb8a5fd4c24da09
7/30/2022 10:13,7/30/2022 10:14,100,45,TRUE,7/30/2022 10:14,R_1CJVvTjXeNeHdiX,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",62c9e94b6ec9522ab1d8f5b0
7/30/2022 10:12,7/30/2022 10:14,100,93,TRUE,7/30/2022 10:14,R_tSwqneFv36ZIZYl,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",60b9153f54f9eb0f559e839b
7/30/2022 10:09,7/30/2022 10:14,100,309,TRUE,7/30/2022 10:14,R_1q2SlZVQfbeOJ2O,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Not Sure,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62730c9848db9da9ff3bf670
7/30/2022 10:13,7/30/2022 10:14,100,68,TRUE,7/30/2022 10:14,R_1DVm4EfJmwHiMpA,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60883e078fa7828e99acb69a
7/30/2022 10:13,7/30/2022 10:14,100,77,TRUE,7/30/2022 10:14,R_6MCbOccB75Opopr,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",6286c4c0df22b592d4ae632a
7/30/2022 10:13,7/30/2022 10:15,100,64,TRUE,7/30/2022 10:15,R_1JPgajuci6kivAs,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5bbf916162b9aa00011466a3
7/30/2022 10:14,7/30/2022 10:15,100,46,TRUE,7/30/2022 10:15,R_1o78zUOn9fiKk5B,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e65061173afb2277765b53b
7/30/2022 10:13,7/30/2022 10:15,100,71,TRUE,7/30/2022 10:15,R_1HoTxQ1D7mqXZNW,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",611131e47725f6a04c723651
7/30/2022 10:14,7/30/2022 10:15,100,39,TRUE,7/30/2022 10:15,R_1M5GXAhvH5Lm32d,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",6075286560a96bfb1d481f1a
7/30/2022 10:15,7/30/2022 10:15,100,39,TRUE,7/30/2022 10:15,R_1N55NgH00KkoA9g,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",61033ec7e702e52a3bc8e606
