,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,Duration (in seconds)_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,Duration (in seconds)_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave
2341,2022-07-30 17:38:00,7/30/2022 17:43,IP Address,100,273,True,7/30/2022 17:43,R_wZWjsbE3PO1IpCV,,,,,anonymous,EN,,Yes,,Safari iPhone,14.1.2,iPhone,414x896,Some,Frustrated,Most of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Once a week,,arm1_control,5e72cf2f6a97f022ee6088f4,5e72cf2f6a97f022ee6088f4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 17:43,7/30/2022 17:44,IP Address,100.0,65.0,True,7/30/2022 17:44,R_3E9JLj4ovXLEhGT,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,59.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,,,,True,False,7/30/2022 17:50,7/30/2022 17:52,IP Address,100.0,83.0,True,7/30/2022 17:52,R_2rNqLMBGy8KoH2x,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2342,2022-07-30 17:41:00,7/30/2022 17:44,IP Address,100,187,True,7/30/2022 17:44,R_33vUrjvGFNIB1Bu,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Strongly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,A few times a year,,arm2_generalinfo,59a49f188d2b1600011b41ba,59a49f188d2b1600011b41ba,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 17:44,7/30/2022 17:45,IP Address,100.0,53.0,True,7/30/2022 17:45,R_24FO4T7mT0Rqoly,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 17:46,7/30/2022 17:48,IP Address,100.0,100.0,True,7/30/2022 17:48,R_1N8qu0bEpDeONtk,,,,,anonymous,EN,,,,,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
2343,2022-07-30 17:44:00,7/30/2022 17:49,IP Address,100,322,True,7/30/2022 17:49,R_2fy6ErkIUXMh2Ns,,,,,anonymous,EN,,Yes,,Firefox,102,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm4_interactive,5e39a904d6786501d05eebaa,5e39a904d6786501d05eebaa,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/30/2022 17:51,7/30/2022 17:51,IP Address,100.0,34.0,True,7/30/2022 17:51,R_1pm1Gtu57xOlF1R,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,59.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,,,,True,False,7/30/2022 17:53,7/30/2022 17:55,IP Address,100.0,113.0,True,7/30/2022 17:55,R_2Y3aRwEvxaJ4nwp,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2344,2022-07-30 17:54:00,7/30/2022 17:57,IP Address,100,183,True,7/30/2022 17:57,R_9AHCwYEGa60J5S1,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,A few times a week / Daily,,arm3_tips,60cea844a7fff29a2a57f97e,60cea844a7fff29a2a57f97e,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 17:57,7/30/2022 17:58,IP Address,100.0,44.0,True,7/30/2022 17:58,R_r8t1Zres4ABn05P,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,49.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,Click,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 18:01,7/30/2022 18:02,IP Address,100.0,71.0,True,7/30/2022 18:02,R_2aCB1ErBvBHNsl6,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True
2345,2022-07-30 10:47:00,7/30/2022 18:00,IP Address,100,26009,True,7/30/2022 18:00,R_2zl5AXrrQ4dRqAc,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1728x1117,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,A few times a week / Daily,,arm2_generalinfo,607db957e9d570c7c2657b8d,607db957e9d570c7c2657b8d,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 18:00,7/30/2022 18:01,IP Address,100.0,35.0,True,7/30/2022 18:01,R_sFGjLZsWxShKlcB,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,53.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,Click,,Scam,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 18:04,7/30/2022 18:05,IP Address,100.0,49.0,True,7/30/2022 18:05,R_3fxgatKTYnlKHlP,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2346,2022-07-30 18:08:00,7/30/2022 18:11,IP Address,100,159,True,7/30/2022 18:11,R_31MFtrUDOxIB6qK,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5b112baa9663ee000145eed2,5b112baa9663ee000145eed2,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/30/2022 18:13,7/30/2022 18:13,IP Address,100.0,20.0,True,7/30/2022 18:13,R_2WTs99kElbhTGAv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,48.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/30/2022 18:16,7/30/2022 18:16,IP Address,100.0,37.0,True,7/30/2022 18:16,R_24dDoBd53X9wHji,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
2347,2022-07-30 18:08:00,7/30/2022 18:11,IP Address,100,207,True,7/30/2022 18:11,R_1LBV4tMBEyhK4pR,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,393x851,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm2_generalinfo,614f18d895d3a9cba44aa340,614f18d895d3a9cba44aa340,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 18:11,7/30/2022 18:12,IP Address,100.0,73.0,True,7/30/2022 18:12,R_1PcoZdRESucIyb2,,,,,anonymous,EN,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,68.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,,Real,,Details,Scam,,,Scam,,,True,True,7/30/2022 18:17,7/30/2022 18:18,IP Address,100.0,60.0,True,7/30/2022 18:18,R_vIAVjdXmtWVsbQd,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2348,2022-07-30 18:06:00,7/30/2022 18:17,IP Address,100,678,True,7/30/2022 18:17,R_1DPc9qKmnwQ2yJE,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Macintosh,1680x1050,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,A few times a week / Daily,,arm3_tips,5f4fdf4f44ceb0115f0be9ba,5f4fdf4f44ceb0115f0be9ba,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 18:17,7/30/2022 18:19,IP Address,100.0,111.0,True,7/30/2022 18:19,R_1FFkYjk1GUcEtSa,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,48.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,True,True,7/30/2022 18:22,7/30/2022 18:26,IP Address,100.0,258.0,True,7/30/2022 18:26,R_AAuuDWIZMlDYDD3,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2349,2022-07-30 18:13:00,7/30/2022 18:19,IP Address,100,346,True,7/30/2022 18:19,R_2CBXpBc3JaTaeWC,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Once a month,,arm1_control,601387b4aa37e127b0544497,601387b4aa37e127b0544497,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 18:19,7/30/2022 18:21,IP Address,100.0,77.0,True,7/30/2022 18:21,R_3dSP4TnfQxhppmt,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,38.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,True,True,7/30/2022 18:24,7/30/2022 18:25,IP Address,100.0,85.0,True,7/30/2022 18:25,R_3dSA9EBnmzjQi59,,,,,anonymous,EN,Other,Yes,250,No,No,Some of the time,Often,Often,"Yes, use the responses.",True,1,True
2350,2022-07-30 18:19:00,7/30/2022 18:24,IP Address,100,264,True,7/30/2022 18:24,R_OJpIHWNed6h2xuV,,,,,anonymous,EN,,Yes,,Safari iPhone,15.4,iPhone,375x667,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm4_interactive,60188f3569096715fe3dad4d,60188f3569096715fe3dad4d,0,1,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,Click,,Real,Click,,True,True,7/30/2022 18:28,7/30/2022 18:28,IP Address,100.0,46.0,True,7/30/2022 18:28,R_SDlrzmTZFKLesPT,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,55.0,Male,True,Real,,,Real,Click,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,,,,True,False,7/30/2022 18:31,7/30/2022 18:32,IP Address,100.0,47.0,True,7/30/2022 18:32,R_3KE0gSkncY1m9w8,,,,,anonymous,EN,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2351,2022-07-30 18:38:00,7/30/2022 18:47,IP Address,100,548,True,7/30/2022 18:47,R_3I0Eke4HNFM9APH,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Once a week,,arm3_tips,5ce1c42ca80ce0001a4aeb82,5ce1c42ca80ce0001a4aeb82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 18:47,7/30/2022 18:48,IP Address,100.0,69.0,True,7/30/2022 18:48,R_2ygfGE4oObo7roI,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,56.0,Male,True,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 18:52,7/30/2022 18:54,IP Address,100.0,107.0,True,7/30/2022 18:54,R_3QVlDOx1cKNlV8m,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2352,2022-07-30 18:42:00,7/30/2022 18:49,IP Address,100,429,True,7/30/2022 18:49,R_2usnrnpWuTDTzk4,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.77,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm2_generalinfo,5e5c548f8e3e424374858ca5,5e5c548f8e3e424374858ca5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 18:49,7/30/2022 18:50,IP Address,100.0,90.0,True,7/30/2022 18:50,R_1KpV3EXeuO9g6Tm,,,,,anonymous,EN,"Disabled, not able to work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,60.0,Male,True,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 18:54,7/30/2022 18:57,IP Address,100.0,125.0,True,7/30/2022 18:57,R_1n2tS73RWDb26qw,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Not Sure,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2353,2022-07-30 18:48:00,7/30/2022 18:55,IP Address,100,390,True,7/30/2022 18:55,R_2TXmJoa4Cy8ftvm,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,A few times a year,,arm1_control,5fe146b36a3657bd99f9c179,5fe146b36a3657bd99f9c179,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 18:55,7/30/2022 18:57,IP Address,100.0,155.0,True,7/30/2022 18:57,R_3nw65tqhFj3fb7J,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,52.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/30/2022 19:04,7/30/2022 19:06,IP Address,100.0,116.0,True,7/30/2022 19:06,R_3D2geLwwdUHHydm,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2354,2022-07-30 18:59:00,7/30/2022 19:04,IP Address,100,278,True,7/30/2022 19:04,R_1i2wTAdVnhacJWY,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.114,Windows NT 10.0,1220x686,Quite a lot,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a week,,arm3_tips,5c068b50daea63000120146f,5c068b50daea63000120146f,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 19:04,7/30/2022 19:05,IP Address,100.0,56.0,True,7/30/2022 19:05,R_3egcrWQVGVVoFTq,,,,,anonymous,EN,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,70.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 19:09,7/30/2022 19:10,IP Address,100.0,84.0,True,7/30/2022 19:10,R_3oEJdtjk5rUPCbF,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
2355,2022-07-30 19:02:00,7/30/2022 19:05,IP Address,100,180,True,7/30/2022 19:05,R_6sZKPWakx5FXmIF,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,2560x1440,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a week / Daily,,arm1_control,5dcdcf1f3d341109f64a5127,5dcdcf1f3d341109f64a5127,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 19:05,7/30/2022 19:06,IP Address,100.0,54.0,True,7/30/2022 19:06,R_2OK02DzG4aBJ0q5,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,48.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/30/2022 19:11,7/30/2022 19:12,IP Address,100.0,63.0,True,7/30/2022 19:12,R_2axfHor5wQW1p51,,,,,anonymous,EN,,,,,Not Sure,Hardly ever,Some of the time,Often,"Yes, use the responses.",True,1,True
2356,2022-07-30 19:09:00,7/30/2022 19:12,IP Address,100,196,True,7/30/2022 19:12,R_OD6E4GqqCDj8OBP,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,2560x1440,Some,Basically content,Most of the time,Government should do more to solve problems.,Disagree,Disagree,Slightly Disagree,Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Agree,Once a week,,arm2_generalinfo,59c65eb83306be000195bb01,59c65eb83306be000195bb01,2,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 19:12,7/30/2022 19:13,IP Address,100.0,74.0,True,7/30/2022 19:13,R_3kNzwE8ppUBapSc,,,,,anonymous,EN,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,76.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 19:19,7/30/2022 19:21,IP Address,100.0,75.0,True,7/30/2022 19:21,R_ALmaqgqiNQwRlBv,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
2357,2022-07-30 19:22:00,7/30/2022 19:25,IP Address,100,206,True,7/30/2022 19:25,R_yyjyg8Vk9FACCjv,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,Agree,Neither Agree nor Disagree,Once a month,,arm1_control,62990a242d839cf93cdfc981,62990a242d839cf93cdfc981,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 19:25,7/30/2022 19:26,IP Address,100.0,33.0,True,7/30/2022 19:26,R_3hAYzJNQxeK0iMB,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Graduate or professional degree,49.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 19:29,7/30/2022 19:30,IP Address,100.0,69.0,True,7/30/2022 19:30,R_vHA1qAwFNcpUWTT,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
