,StartDate,EndDate,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_Scam,percentCorrect_Real
939,2022-07-30 19:40:00,7/30/2022 19:44,100,246,True,7/30/2022 19:44,R_3dSuE4BC8YLBmkT,,,Yes,,Firefox,103,Windows NT 10.0,1280x720,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Once a week,,arm2_generalinfo,614dda3a0bc594ebf91a7413,614dda3a0bc594ebf91a7413,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 19:44,7/30/2022 19:45,100.0,76.0,True,7/30/2022 19:46,R_YRenvhXmhzX0RS9,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,71.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,,,,True,False,7/30/2022 19:51,7/30/2022 19:53,100.0,92.0,True,7/30/2022 19:53,R_3qTIgvBqW6r3TcE,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,3.0,3.0,0.0,Keep,False,False,24,False,70.0,W,R,18,71.0,0.0,5041.0,4.248495242049359,True,True,True,True,False,0.0,12.0,6.8,3.25,5,1.0,7,0,2,3,4,3,4,0,0,3,4,1,2,2,2,3,6,1,True,True,True,True,True,True,True,False,False,False,True,70.0,75.0,100.0,0.0,50.0,100.0,80.0,60.0
945,2022-07-30 19:50:00,7/30/2022 20:02,100,701,True,7/30/2022 20:02,R_3IQqkssVXbAB0QD,,,Yes,,Chrome,103.0.0.0,Android 11,412x915,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Slightly Agree,A few times a year,,arm2_generalinfo,614c45c985e0f205bf68c27e,614c45c985e0f205bf68c27e,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 20:02,7/30/2022 20:07,100.0,273.0,True,7/30/2022 20:07,R_1rNePlosznQoEgh,"Employed, working 1-29 hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,50.0,Female,True,Scam,,,Scam,,Details,Real,Click,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/30/2022 20:23,7/30/2022 20:25,100.0,124.0,True,7/30/2022 20:25,R_3elgQeRizumHJ4J,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Other",No,,Yes,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,24,False,125.0,B,U,16,50.0,1.0,2500.0,4.8283137373023015,True,True,False,True,False,0.0,10.0,5.8,2.75,3,1.3333333333333333,5,3,2,3,2,3,1,1,0,3,2,1,2,1,0,6,4,0,False,True,True,False,True,False,False,True,False,True,False,50.0,75.0,25.0,50.0,50.0,50.0,40.0,60.0
942,2022-07-30 19:52:00,7/30/2022 19:59,100,401,True,7/30/2022 19:59,R_3F53mhJBGvQJNHl,,,Yes,,Edge,103.0.1264.77,Windows NT 10.0,1280x720,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Once a week,,arm4_interactive,62672c410f14e7008e2a90ee,62672c410f14e7008e2a90ee,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,Real,,Details,Real,,Details,True,True,7/30/2022 20:05,7/30/2022 20:06,100.0,50.0,True,7/30/2022 20:06,R_UluDpmDy9WHj8WZ,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Some college but no degree,54.0,Male,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 20:12,7/30/2022 20:14,100.0,148.0,True,7/30/2022 20:14,R_1OMMZd4ac1zkVrb,Someone claiming to be from the IRS (but wasn't),No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,2.0,4.0,0.0,Keep,False,False,24,False,175.0,W,E,13,54.0,0.0,2916.0,5.1647859739235145,False,True,False,True,False,0.0,11.0,5.5,5.375,5,1.0,8,2,0,5,3,3,3,2,0,4,4,1,2,1,2,7,3,0,True,True,True,False,True,True,False,True,True,True,False,80.0,75.0,75.0,100.0,66.66666666666666,100.0,60.0,100.0
941,2022-07-30 19:54:00,7/30/2022 19:57,100,188,True,7/30/2022 19:57,R_1EbzrId8UQObPLw,,,Yes,,Firefox,103,Macintosh,1280x800,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,629689b8902bc98de5def57a,629689b8902bc98de5def57a,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 19:57,7/30/2022 19:58,100.0,66.0,True,7/30/2022 19:58,R_a4oTXSz4kq5bhv3,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,72.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,,,,True,False,7/30/2022 20:01,7/30/2022 20:02,100.0,73.0,True,7/30/2022 20:02,R_21FK5mD6LzUkwIK,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,3.0,2.0,0.0,Keep,False,False,24,False,30.0,W,R,18,72.0,1.0,5184.0,3.4011973816621555,False,False,True,True,False,0.0,10.0,4.1,2.625,4,1.0,6,2,1,4,2,3,2,1,0,3,3,1,2,1,1,6,3,1,True,True,True,False,True,False,True,False,True,False,True,60.0,75.0,50.0,50.0,50.0,75.0,40.0,80.0
943,2022-07-30 19:55:00,7/30/2022 19:59,100,277,True,7/30/2022 19:59,R_1N7XUzpPLzTqj3x,,,Yes,,Chrome,103.0.0.0,Android 12,384x854,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm3_tips,615e01e53a44a0c3c04378c0,615e01e53a44a0c3c04378c0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 19:59,7/30/2022 20:00,100.0,55.0,True,7/30/2022 20:00,R_Qd0sgzFNvDRAqPL,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,82.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 20:05,7/30/2022 20:07,100.0,96.0,True,7/30/2022 20:07,R_2OJaUMrBhVOBQyA,Someone selling fraudulent goods or services,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,2.0,3.0,0.0,Keep,False,False,24,False,30.0,W,R,18,82.0,1.0,6724.0,3.4011973816621555,False,False,True,True,False,0.0,8.0,4.0,2.5,5,1.0,6,2,2,3,3,2,3,1,0,2,4,0,2,1,2,5,5,0,True,True,True,False,True,True,False,False,False,True,False,60.0,50.0,75.0,50.0,33.33333333333333,100.0,60.0,60.0
944,2022-07-30 19:55:00,7/30/2022 19:59,100,289,True,7/30/2022 19:59,R_3iyyPXi1fl5HbqY,,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x900,Quite a lot,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Once a month,,arm3_tips,5834a80a106ee1000120abd3,5834a80a106ee1000120abd3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 19:59,7/30/2022 20:01,100.0,118.0,True,7/30/2022 20:01,R_TuXR0rO9EvYfPbz,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,63.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/30/2022 20:12,7/30/2022 20:15,100.0,166.0,True,7/30/2022 20:15,R_29tUbjr7IO6YrhP,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,4.0,4.0,0.0,Keep,False,False,24,False,30.0,W,R,13,63.0,1.0,3969.0,3.4011973816621555,False,False,True,True,False,0.0,9.0,5.8,2.75,4,1.0,7,2,1,4,3,3,3,1,0,3,4,1,2,1,2,6,4,0,True,True,True,False,True,True,False,True,False,True,False,70.0,75.0,75.0,50.0,50.0,100.0,60.0,80.0
949,2022-07-30 19:57:00,7/30/2022 20:12,100,911,True,7/30/2022 20:12,R_2bO7LX0a8l45J0o,,,Yes,,Chrome,96.0.4664.104,Android 11,385x854,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Slightly Agree,A few times a year,,arm4_interactive,62df06687ffc916ae47759ee,62df06687ffc916ae47759ee,1,1,,,Details,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 20:25,7/30/2022 20:27,100.0,121.0,True,7/30/2022 20:27,R_0kfbawIVr1PNB0B,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",73.0,Female,True,Real,,,Real,,,Real,Click,,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 20:44,7/30/2022 20:47,100.0,190.0,True,7/30/2022 20:47,R_33gtrMlDt8yptAF,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,24,False,30.0,W,R,12,73.0,1.0,5329.0,3.4011973816621555,False,False,True,True,False,0.0,9.0,5.3,2.375,3,1.0,5,3,2,3,2,1,3,1,0,3,2,0,1,2,1,6,4,0,True,False,True,True,True,False,False,False,False,True,False,50.0,25.0,75.0,50.0,50.0,50.0,40.0,60.0
950,2022-07-30 20:06:00,7/30/2022 20:19,100,809,True,7/30/2022 20:20,R_2uOmwtk0psii3gN,,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x900,None at all,Frustrated,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a month,,arm4_interactive,5cbe00898f939c0017c0b9d8,5cbe00898f939c0017c0b9d8,2,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,True,True,7/30/2022 20:25,7/30/2022 20:26,100.0,47.0,True,7/30/2022 20:26,R_3dEzfQRJmKPUMTm,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,55.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 20:29,7/30/2022 20:31,100.0,121.0,True,7/30/2022 20:31,R_1Q4KcRT2FCkaFHw,"Someone selling fraudulent goods or services,Other",Yes,100,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,2.0,4.0,0.0,Keep,False,False,24,False,60.0,W,U,14,55.0,0.0,3025.0,4.0943445622221,False,False,True,True,True,100.0,6.0,1.0,2.875,4,1.0,8,1,1,4,4,3,4,1,0,4,4,1,2,2,2,5,5,0,True,True,True,True,True,True,False,True,False,True,False,80.0,75.0,100.0,50.0,66.66666666666666,100.0,80.0,80.0
951,2022-07-30 20:18:00,7/30/2022 20:23,100,323,True,7/30/2022 20:23,R_1nZpRiZgPPXiDja,,,Yes,,Edge,103.0.1264.77,Windows NT 10.0,1600x900,Quite a lot,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Once a month,,arm2_generalinfo,62b35a7d9d9cd966ebcf3ef8,62b35a7d9d9cd966ebcf3ef8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 20:23,7/30/2022 20:24,100.0,53.0,True,7/30/2022 20:24,R_2ujxPKXbAxOow5b,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,60.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Scam,,Details,Scam,,,Scam,,Details,Scam,,Details,Scam,,,Scam,,,True,True,7/30/2022 20:29,7/30/2022 20:31,100.0,84.0,True,7/30/2022 20:31,R_1TBykP9zXdBWXeh,Other,No,,Yes,No,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,3,2.0,3.0,0.0,Keep,False,False,24,False,70.0,W,U,13,60.0,1.0,3600.0,4.248495242049359,False,False,False,True,False,0.0,11.0,5.5,2.0,4,2.6666666666666665,6,1,3,2,4,1,4,1,0,4,2,1,0,2,2,3,7,0,True,False,True,True,False,True,True,False,False,True,False,60.0,25.0,100.0,50.0,66.66666666666666,50.0,80.0,40.0
953,2022-07-30 20:28:00,7/30/2022 20:33,100,294,True,7/30/2022 20:33,R_DuRnooxc0CX1NV7,,,Yes,,Firefox,103,Windows NT 6.3,1600x900,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,A few times a year,,arm1_control,6132cc931d18eb3ce734accf,6132cc931d18eb3ce734accf,2,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 20:33,7/30/2022 20:34,100.0,74.0,True,7/30/2022 20:34,R_XANv9arKybePKyB,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,55.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,Scam,,,,,,True,False,7/30/2022 20:40,7/30/2022 20:43,100.0,225.0,True,7/30/2022 20:43,R_1CmyNyt9tqSsZgd,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,3.0,4.0,0.0,Keep,False,False,24,False,175.0,W,E,16,55.0,0.0,3025.0,5.1647859739235145,False,True,True,True,False,0.0,5.0,2.4,5.0,3,2.0,6,1,2,3,3,3,3,0,0,3,3,1,2,2,1,4,5,1,True,True,True,True,True,False,True,False,False,False,True,60.0,75.0,75.0,0.0,50.0,75.0,60.0,60.0
954,2022-07-30 20:32:00,7/30/2022 20:38,100,350,True,7/30/2022 20:38,R_24Me7wxWVY4V51t,,,Yes,,Edge,103.0.1264.77,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm4_interactive,62826c623ccb1473a22cc955,62826c623ccb1473a22cc955,3,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,Details,Scam,,Details,True,True,7/30/2022 20:43,7/30/2022 20:44,100.0,61.0,True,7/30/2022 20:44,R_1MYzxuoOGtrKVvx,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,49.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 20:49,7/30/2022 20:50,100.0,107.0,True,7/30/2022 20:51,R_2xS1JWzS0eR1Ia3,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Often,Often,Often,"Yes, use the responses.",True,1,True,3,3.0,4.0,0.0,Keep,False,False,24,False,60.0,W,U,16,49.0,0.0,2401.0,4.0943445622221,False,True,True,True,False,0.0,7.0,3.8,3.5,6,3.0,8,1,1,4,4,4,3,1,0,5,3,2,2,2,1,5,5,0,True,True,True,True,True,False,True,True,False,True,False,80.0,100.0,75.0,50.0,83.33333333333334,75.0,80.0,80.0
956,2022-07-30 20:40:00,7/30/2022 20:43,100,225,True,7/30/2022 20:44,R_2xwNvhkzRJj4vxm,,,Yes,,Chrome,103.0.0.0,Android 12,393x830,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Agree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Once a month,,arm2_generalinfo,60fe73a3e2f7d5e184ce6539,60fe73a3e2f7d5e184ce6539,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 20:44,7/30/2022 20:44,100.0,53.0,True,7/30/2022 20:44,R_4OTuBmDeQKyHclP,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,52.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,Click,,Real,,Details,Real,,Details,Real,,,Scam,,,True,True,7/30/2022 20:48,7/30/2022 20:50,100.0,72.0,True,7/30/2022 20:50,R_ZftfpTgU7B4kTER,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Often,Often,"Yes, use the responses.",True,1,True,2,2.0,2.0,0.0,Keep,False,False,24,False,30.0,W,U,14,52.0,0.0,2704.0,3.4011973816621555,False,True,False,True,False,0.0,8.0,4.0,5.5,4,2.3333333333333335,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,False,90.0,75.0,100.0,100.0,83.33333333333334,100.0,80.0,100.0
958,2022-07-30 20:43:00,7/30/2022 20:47,100,197,True,7/30/2022 20:47,R_1lbBDunNZTBuVQB,,,Yes,,Chrome,103.0.0.0,Android 10,412x846,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A few times a week / Daily,,arm3_tips,59d6b8f103203500011ace12,59d6b8f103203500011ace12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 20:47,7/30/2022 20:47,100.0,42.0,True,7/30/2022 20:47,R_22Y5kuArqMMqh3T,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,58.0,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 20:50,7/30/2022 20:52,100.0,84.0,True,7/30/2022 20:52,R_3EKdcLUEYx9uAyp,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,1.0,3.0,0.0,Keep,False,False,24,False,125.0,W,E,18,58.0,1.0,3364.0,4.8283137373023015,True,True,True,True,False,0.0,10.0,7.0,4.625,6,1.0,7,3,0,5,2,2,3,2,0,4,3,1,1,1,2,8,2,0,True,False,True,False,True,True,False,True,True,True,False,70.0,50.0,75.0,100.0,66.66666666666666,75.0,40.0,100.0
959,2022-07-30 20:46:00,7/30/2022 20:49,100,144,True,7/30/2022 20:49,R_1gGZRIqyXatMjiT,,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,375x812,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Once a week,,arm3_tips,5e06389719232d022f392c9a,5e06389719232d022f392c9a,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 20:49,7/30/2022 20:49,100.0,45.0,True,7/30/2022 20:49,R_2RP5We1NJvRlP0O,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,57.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Real,,,,,,True,False,7/30/2022 20:53,7/30/2022 20:53,100.0,46.0,True,7/30/2022 20:53,R_1j8HVTZ9sHWQ1uC,Someone selling fraudulent goods or services,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,1.0,0.0,0.0,Keep,False,False,24,False,125.0,W,E,16,57.0,0.0,3249.0,4.8283137373023015,False,False,True,True,False,0.0,9.0,5.8,3.625,5,1.0,9,0,0,5,4,4,4,1,0,5,4,2,2,2,2,5,4,1,True,True,True,True,True,True,True,True,True,False,True,90.0,100.0,100.0,50.0,83.33333333333334,100.0,80.0,100.0
