StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Employment,TotalIncome,Race,Education,Age_1,Gender,PID
7/30/2022 10:10,7/30/2022 10:18,100,440,TRUE,7/30/2022 10:18,R_1GxzzYb0bv6ew4J,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,41,Male,5f3ebd568c429614c0f595e8
7/30/2022 10:17,7/30/2022 10:18,100,90,TRUE,7/30/2022 10:18,R_3ha1eUqAyTap28u,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,42,Male,5f53d4f0d3e03471e4eb4847
7/30/2022 10:18,7/30/2022 10:18,100,22,TRUE,7/30/2022 10:18,R_2Etz3iHBRBbp97Q,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,34,Male,62d61912c1eab298bdc2c642
7/30/2022 10:18,7/30/2022 10:18,100,34,TRUE,7/30/2022 10:18,R_1ptmIw3CLVA4vXW,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,39,Male,5e9ce0a46976671ceda6082a
7/30/2022 10:17,7/30/2022 10:18,100,105,TRUE,7/30/2022 10:18,R_3CHo0sa6r7Rdjpp,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,23,Male,5e287b789061a504bf990894
7/30/2022 10:17,7/30/2022 10:18,100,69,TRUE,7/30/2022 10:18,R_PBZ7iRGGMD9rGkF,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,48,Male,5b748f1564ed4e0001095fb6
7/30/2022 10:12,7/30/2022 10:19,100,407,TRUE,7/30/2022 10:19,R_24ICi7wevIZBfzO,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,24,Male,5c0ee0bedf4f2e000175f4e5
7/30/2022 10:18,7/30/2022 10:19,100,39,TRUE,7/30/2022 10:19,R_SHnQNYXOvcv05C9,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,38,Female,58f1017ac325470001795b01
7/30/2022 10:19,7/30/2022 10:20,100,34,TRUE,7/30/2022 10:20,R_1Olbr9vBfDpHsi1,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,27,Male,5b7cbe9db630cf000125dffe
7/30/2022 10:19,7/30/2022 10:20,100,27,TRUE,7/30/2022 10:20,R_2xRIxOYxUwEdZPs,"Not employed, NOT looking for work","$0 - $19,999",I prefer not to say,Bachelor degree,38,Male,5b7341a7543d1c0001c80a26
7/30/2022 10:19,7/30/2022 10:20,100,61,TRUE,7/30/2022 10:20,R_OeYE6hLxpkqluwh,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,54,Female,5dceca79b988870144a19f89
7/30/2022 10:20,7/30/2022 10:20,100,35,TRUE,7/30/2022 10:20,R_2xV0fSitFKs9vN6,"Employed, working 1-29 hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Some college but no degree,20,Female,5e44d8be1d4be4369bc8b61e
7/30/2022 10:20,7/30/2022 10:21,100,51,TRUE,7/30/2022 10:21,R_1Hc3w9EKwQhV00p,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,41,Female,5fc7d47e2df9df05bbb0d206
7/30/2022 10:20,7/30/2022 10:21,100,42,TRUE,7/30/2022 10:21,R_tFIgEkL0LFgTDcl,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,40,Male,5c0f1cf4f3027300014b606f
7/30/2022 10:18,7/30/2022 10:21,100,193,TRUE,7/30/2022 10:21,R_29ccOXwULOVa6n3,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,29,Male,628de7e8ff1744a9717d7883
7/30/2022 10:20,7/30/2022 10:22,100,69,TRUE,7/30/2022 10:22,R_AMcBnkzTvMP9uk9,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,75,Male,5dd311e0e0b21b3344c69f07
7/30/2022 10:20,7/30/2022 10:22,100,79,TRUE,7/30/2022 10:22,R_XzIE8jRTlZ4q4g1,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,44,Male,62a1e0fa590f6a0427492e41
7/30/2022 10:21,7/30/2022 10:22,100,44,TRUE,7/30/2022 10:22,R_1mEGItm9TP678NB,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",26,Male,62d39a47594b3446ba0c1585
7/30/2022 10:21,7/30/2022 10:22,100,53,TRUE,7/30/2022 10:22,R_33sxFOvqkeBF4a4,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,49,Female,6101bcb1b6f73b8138d66252
7/30/2022 10:22,7/30/2022 10:23,100,65,TRUE,7/30/2022 10:23,R_vPRieVUWacpYs1z,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",42,Female,5ba10ee370181f00014992fa
7/30/2022 10:19,7/30/2022 10:23,100,265,TRUE,7/30/2022 10:23,R_z1irFAwZIlI6off,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,41,Male,5adcefb65f327e0001fb4c05
7/30/2022 10:23,7/30/2022 10:23,100,41,TRUE,7/30/2022 10:23,R_1DGSE6Rm6goWIWd,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",20,Male,62d8e75cba698660a22802c7
7/30/2022 10:23,7/30/2022 10:24,100,21,TRUE,7/30/2022 10:24,R_3OpRDroZtKNHwWo,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,19,Male,6100458b3310f413e3977d88
7/30/2022 10:23,7/30/2022 10:24,100,33,TRUE,7/30/2022 10:24,R_1n7lW2ucFd9Xk8E,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,62,Male,5dd3301ff3b7c233e991e522
7/30/2022 10:23,7/30/2022 10:24,100,39,TRUE,7/30/2022 10:24,R_1rIxh1FIRvqgf8k,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,49,Female,6266a87a7adacd7a91cabc93
7/30/2022 10:23,7/30/2022 10:24,100,62,TRUE,7/30/2022 10:24,R_1f0AhR050Lxug6G,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,57,Male,62950797c66ad6f3715bb6e6
7/30/2022 10:23,7/30/2022 10:24,100,45,TRUE,7/30/2022 10:24,R_2P7KMdeq7i0JsJV,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,47,Female,5e7fe0a46db6e86cd7c6b213
7/30/2022 10:24,7/30/2022 10:24,100,40,TRUE,7/30/2022 10:24,R_1i3wyt2VXCST2bn,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",45,Female,58d552e09dbe3f00012591f2
7/30/2022 10:24,7/30/2022 10:24,100,35,TRUE,7/30/2022 10:24,R_TgQxgO5rOJVRpMR,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,41,Male,5cbf5b488be75a0016b49758
7/30/2022 10:23,7/30/2022 10:25,100,74,TRUE,7/30/2022 10:25,R_2fJQshoOEq4z1Hv,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,67,Female,62b341383dad27265a7a75cb
7/30/2022 10:24,7/30/2022 10:25,100,52,TRUE,7/30/2022 10:25,R_3fZgeFZzgYDNev5,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,43,Female,615dd0b0a024ba4f4b4f7c24
7/30/2022 10:24,7/30/2022 10:25,100,79,TRUE,7/30/2022 10:25,R_cYmZ1n7Pis34sTL,"Not employed, looking for work","$40,000 - $59,999",African American or African (Non-Hispanic),Some college but no degree,25,Male,58adfc6e7cf56d0001f931a2
7/30/2022 10:24,7/30/2022 10:25,100,46,TRUE,7/30/2022 10:25,R_3Eg79Hph8SE0pVA,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,40,Male,5dde8fba82f458000c8c7c75
7/30/2022 10:25,7/30/2022 10:25,100,43,TRUE,7/30/2022 10:25,R_2zuRobzw9QH4ktX,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Male,62d60f60ec255b88b058649b
7/30/2022 10:24,7/30/2022 10:25,100,85,TRUE,7/30/2022 10:25,R_1ez0sY45tUYaG5l,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",52,Female,6266d7c7bfe6d9d74ff4e76f
7/30/2022 10:25,7/30/2022 10:26,100,25,TRUE,7/30/2022 10:26,R_YXgHEZV5KXdm1jz,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,26,Male,5d3695969749cc00165c222f
7/30/2022 10:24,7/30/2022 10:26,100,90,TRUE,7/30/2022 10:26,R_22xN3dIomvRfMoP,"Employed, working 1-29 hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,48,Male,60e8b06bfb1c78d450ae9f79
7/30/2022 10:25,7/30/2022 10:26,100,43,TRUE,7/30/2022 10:26,R_2WHfoYXx2drLnng,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,50,Female,5d7047d764b37b0017ffa710
7/30/2022 10:25,7/30/2022 10:26,100,36,TRUE,7/30/2022 10:26,R_ptl081OBbSraXfj,"Employed, working 30 or more hours per week","$40,000 - $59,999","White or Caucasian (Non-Hispanic),Hispanic",Bachelor degree,32,Male,610817e75d1ed4e2f023f912
7/30/2022 10:25,7/30/2022 10:26,100,107,TRUE,7/30/2022 10:26,R_3I3rcigqdFi0IAw,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",41,Female,617078fb6641a57cb762a401
7/30/2022 10:27,7/30/2022 10:28,100,33,TRUE,7/30/2022 10:28,R_1gMjVTY16zZJhSK,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",46,Female,5c6d04805cd55f0001129c26
7/30/2022 10:26,7/30/2022 10:28,100,125,TRUE,7/30/2022 10:28,R_z9buP0Qx5EsVwKB,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,40,Female,5eab19e1b72f750cd7413764
7/30/2022 10:26,7/30/2022 10:28,100,112,TRUE,7/30/2022 10:28,R_1rHrLuyiFChrdEj,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,48,Female,616cc1dbaeb2cd094123dd52
7/30/2022 10:28,7/30/2022 10:28,100,27,TRUE,7/30/2022 10:28,R_26hVnFVSte0lDbK,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,42,Female,5f0dd2b1550adb080d02763f
7/30/2022 10:29,7/30/2022 10:29,100,31,TRUE,7/30/2022 10:29,R_1Dx2xtpQIca5rQL,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,26,Male,5dcb685070d51c8275d7bd54
7/30/2022 10:29,7/30/2022 10:29,100,31,TRUE,7/30/2022 10:29,R_OeqRoezYPrJgZVf,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,45,Male,60c4e1091b936c7b812e5af4
7/30/2022 10:29,7/30/2022 10:30,100,42,TRUE,7/30/2022 10:30,R_3MzeULgBZY1DgmA,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,45,Male,5bb91c132e2fe50001be0d08
7/30/2022 10:29,7/30/2022 10:30,100,47,TRUE,7/30/2022 10:30,R_2e8QDqGVITnUMo9,"Employed, working 30 or more hours per week","$60,000 - $79,999","African American or African (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Some college but no degree,37,Male,5e0696dea7fba607951ae479
7/30/2022 10:30,7/30/2022 10:31,100,45,TRUE,7/30/2022 10:31,R_1E6AxFfhVxX9tyo,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,41,Male,5ed7b5af65b9ae09f16de102
7/30/2022 10:30,7/30/2022 10:31,100,30,TRUE,7/30/2022 10:31,R_bgBxBifaTlfPyal,"Not employed, looking for work","$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,20,Male,60d6bd3400bcb4e033e102cd
7/30/2022 10:30,7/30/2022 10:31,100,72,TRUE,7/30/2022 10:31,R_3OrhGqG3FwqJfty,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",60,Female,62dea723c6db0370fd6c8229
7/30/2022 10:31,7/30/2022 10:31,100,47,TRUE,7/30/2022 10:31,R_2QWogRqYZhjTmXi,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,65,Female,5eb6b8ee9351615bd9d99fde
7/30/2022 10:30,7/30/2022 10:31,100,57,TRUE,7/30/2022 10:31,R_qOVRIaKys1KQXeh,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,27,Male,5e7acbd0373d5e0c087a112c
7/30/2022 10:32,7/30/2022 10:33,100,55,TRUE,7/30/2022 10:33,R_2cdBHGfiTJjyfPz,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",41,Male,5ce2dac69ab6de0018fabe6d
7/30/2022 10:32,7/30/2022 10:33,100,54,TRUE,7/30/2022 10:33,R_1OlP4MYL3ZejQUJ,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,Graduate or professional degree,61,Male,62a172a727b402fcbea8ef56
7/30/2022 10:33,7/30/2022 10:33,100,28,TRUE,7/30/2022 10:33,R_2D2NLl8KXfvPBx6,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,26,Male,5bef41fa54277d000114d6ad
7/30/2022 10:32,7/30/2022 10:33,100,79,TRUE,7/30/2022 10:33,R_tSuV8SGSZNhhYEV,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,55,Female,5e646461698a071f2f15423e
7/30/2022 10:32,7/30/2022 10:34,100,104,TRUE,7/30/2022 10:34,R_w60iNpEZ2HrJcPf,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,56,Female,606a3cf263a18869ac8ee0ed
7/30/2022 10:33,7/30/2022 10:34,100,46,TRUE,7/30/2022 10:34,R_2b2zUPCgh1a9s3K,"Not employed, looking for work","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,24,Male,604b682a8b6ed9694d8e48aa
7/30/2022 10:34,7/30/2022 10:35,100,46,TRUE,7/30/2022 10:35,R_2D2m1jBrJMmoxos,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,49,Male,62b0d24d95bc72be2f45c720
7/30/2022 10:34,7/30/2022 10:35,100,41,TRUE,7/30/2022 10:35,R_BFgoNbEEonXFLGh,"Employed, working 30 or more hours per week","$150,000 or more","White or Caucasian (Non-Hispanic),Hispanic",Bachelor degree,46,Male,5dfe3e8b7adf4bade99190f0
7/30/2022 10:35,7/30/2022 10:36,100,36,TRUE,7/30/2022 10:36,R_1OwS9NovkeuGNAB,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,45,Male,60e25008f1ecf0be303353bb
7/30/2022 10:37,7/30/2022 10:38,100,95,TRUE,7/30/2022 10:38,R_1ps4iVccLbMr26L,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",42,Female,5ee653288976fc3af8448ae6
7/30/2022 10:38,7/30/2022 10:40,100,81,TRUE,7/30/2022 10:40,R_1EYZl406XoPSRda,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,57,Male,5df27b81acd5ce18b4bd225c
7/30/2022 10:37,7/30/2022 10:40,100,179,TRUE,7/30/2022 10:40,R_erLoyZ86P1Ld1Xb,,,White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",56,Female,6297d6da6a89082f5523db4d
7/30/2022 10:39,7/30/2022 10:40,100,64,TRUE,7/30/2022 10:40,R_1Edmxg0DJofZbtF,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,78,Female,62b36eba9d8ee756eb734d5f
7/30/2022 10:41,7/30/2022 10:41,100,47,TRUE,7/30/2022 10:41,R_bj8mbgaY73BgEI9,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,38,Male,59296fb2e8a7ff000163f033
7/30/2022 10:40,7/30/2022 10:41,100,67,TRUE,7/30/2022 10:42,R_2yr3KjRyChLvmqm,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,51,Male,62be4da7b96f00d3a68c1a98
7/30/2022 10:40,7/30/2022 10:42,100,115,TRUE,7/30/2022 10:42,R_tKg76OWR5bZgKS5,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",27,Male,629e112d75f3665c8362ab6f
7/30/2022 10:43,7/30/2022 10:43,100,55,TRUE,7/30/2022 10:43,R_2pJeaYFSVxxwgYP,"Not employed, looking for work","$20,000 - $39,999",Hispanic,Associate degree,19,Male,6286b2b633eaea5194b9ba13
7/30/2022 10:44,7/30/2022 10:44,100,26,TRUE,7/30/2022 10:44,R_3qa1RRJcM2AjodR,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,42,Male,6272eccadd98507271a651c7
7/30/2022 10:44,7/30/2022 10:45,100,44,TRUE,7/30/2022 10:45,R_10retkD6PqbUJlq,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,25,Male,6101a1b6117210cbfabf75f5
7/30/2022 10:44,7/30/2022 10:45,100,77,TRUE,7/30/2022 10:45,R_2cbTEPKbE9BkJe3,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",43,Male,628fa8e2c2516fe9c6bfe0be
7/30/2022 10:46,7/30/2022 10:46,100,15,TRUE,7/30/2022 10:46,R_3r0LvW77XYVOQxW,"Employed, working 1-29 hours per week","$40,000 - $59,999",Hispanic,Some college but no degree,19,Male,611622ddd8be1ac51298cb89
7/30/2022 10:47,7/30/2022 10:47,100,39,TRUE,7/30/2022 10:47,R_SGHsXl9iqswsBQR,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",39,Male,62e34ad6f7c676b1f77f32a6
7/30/2022 10:47,7/30/2022 10:48,100,43,TRUE,7/30/2022 10:48,R_3GfWdDwN8Fac5h6,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,21,Male,5ba849b3a2a1ae0001f08d2d
7/30/2022 10:47,7/30/2022 10:48,100,66,TRUE,7/30/2022 10:48,R_NXx2qOyOgdskAmt,"Disabled, not able to work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",55,Female,60b63b1f1d8a6fc4d72d5328
7/30/2022 10:47,7/30/2022 10:48,100,54,TRUE,7/30/2022 10:48,R_2dAMhOPdjrv9XXz,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,43,Male,62dc09e57b86423c053dbd8a
7/30/2022 10:48,7/30/2022 10:49,100,44,TRUE,7/30/2022 10:49,R_2dBkuF0P9BVzg8x,"Employed, working 30 or more hours per week","$80,000 - $99,999",Asian American or Asian,Bachelor degree,41,Male,5e8d6df9e2b1ca146b38aa0f
7/30/2022 10:48,7/30/2022 10:49,100,30,TRUE,7/30/2022 10:49,R_25L8aY9nIoibA6F,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,57,Female,62c844772d1a966aad3cdd75
7/30/2022 10:47,7/30/2022 10:49,100,80,TRUE,7/30/2022 10:49,R_3lEJybmceVi15u0,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,52,Male,5af799f857516b0001412679
7/30/2022 10:48,7/30/2022 10:49,100,66,TRUE,7/30/2022 10:49,R_W1mVGFRoXf170nT,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some high school,25,Male,5de28f3c603b1b2b6625d010
7/30/2022 10:49,7/30/2022 10:50,100,83,TRUE,7/30/2022 10:50,R_1lcSfAGTr7XCWWB,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,56,Female,6268a3f5379f921275a284f1
7/30/2022 10:50,7/30/2022 10:50,100,39,TRUE,7/30/2022 10:50,R_RzE3AvRWM0WsWsh,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",23,Male,62b20c0065e9809e66d13fa5
7/30/2022 10:50,7/30/2022 10:51,100,55,TRUE,7/30/2022 10:51,R_2yrpENfgcauoIp0,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,27,Male,62c9bf590412b579266d4477
7/30/2022 10:52,7/30/2022 10:53,100,48,TRUE,7/30/2022 10:53,R_2YxMgkIWVnCrtjs,"Employed, working 30 or more hours per week","$40,000 - $59,999","African American or African (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander","High school degree or equivalent (e.g., GED)",18,Female,615d4ad2a973000eb503abe1
7/30/2022 10:53,7/30/2022 10:53,100,37,TRUE,7/30/2022 10:53,R_1EjugPul2Syutc4,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",23,Male,5e8a1827052175000938eb91
7/30/2022 10:53,7/30/2022 10:54,100,64,TRUE,7/30/2022 10:54,R_3oXXWJZ4Bqpqqw1,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,52,Female,62d5d3fe0a7091a9b0586480
7/30/2022 10:55,7/30/2022 10:55,100,19,TRUE,7/30/2022 10:55,R_3p2RjYXVEJjhuQv,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,23,Male,611d2052a2e24732a40fe5c6
7/30/2022 10:54,7/30/2022 10:55,100,66,TRUE,7/30/2022 10:55,R_40YEYxiikp0f3NL,"Employed, working 30 or more hours per week","$60,000 - $79,999",Hispanic,Bachelor degree,38,Female,5ce17c1b1d1060001a810ac6
7/30/2022 10:54,7/30/2022 10:55,100,70,TRUE,7/30/2022 10:55,R_2CCkHZisJpdkpPc,"Disabled, not able to work","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Some college but no degree,50,Female,5d327e87ce28af0017ec788a
7/30/2022 10:55,7/30/2022 10:55,100,40,TRUE,7/30/2022 10:55,R_yUwruHgN2Dnuvmh,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",26,Male,62bfa2d583b6d69e517446ed
7/30/2022 10:55,7/30/2022 10:55,100,50,TRUE,7/30/2022 10:55,R_2QGIxcy90JbdeNT,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,65,Female,622e97262adc38e0cb0d670a
7/30/2022 10:56,7/30/2022 10:56,100,27,TRUE,7/30/2022 10:56,R_1MZovIHJ1bc4Szj,"Employed, working 30 or more hours per week","$60,000 - $79,999",Hispanic,Bachelor degree,27,Male,5e7a4281f8a91901eb29f1be
7/30/2022 10:55,7/30/2022 10:57,100,63,TRUE,7/30/2022 10:57,R_9WG3mf2vgpLoyyJ,"Employed, working 1-29 hours per week","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Hispanic",Some college but no degree,50,Male,62985696ac29368711b54098
7/30/2022 10:56,7/30/2022 10:57,100,66,TRUE,7/30/2022 10:57,R_1nOcGFQbOamoqSd,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,65,Male,60f851b688e9f8333dcb548f
7/30/2022 10:56,7/30/2022 10:57,100,92,TRUE,7/30/2022 10:57,R_qz6qF5atqtG5Mg9,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,57,Female,60f09796c2a24694ff43f6b7
7/30/2022 10:56,7/30/2022 10:57,100,51,TRUE,7/30/2022 10:57,R_2ONCsF47UfvR4o0,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,61,Female,613e19b189b05f24b6206290
7/30/2022 10:57,7/30/2022 10:58,100,52,TRUE,7/30/2022 10:58,R_1hLRjSDzV1ePlU4,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Graduate or professional degree,56,Female,5d20189bb34728001a230962
7/30/2022 10:58,7/30/2022 10:58,100,27,TRUE,7/30/2022 10:58,R_2bTeemWe9W4mB4M,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,"High school degree or equivalent (e.g., GED)",56,Male,5ee667342eebe93d1db38dd0
7/30/2022 10:58,7/30/2022 10:59,100,73,TRUE,7/30/2022 10:59,R_3iwqqErKE3FO3L4,"Employed, working 1-29 hours per week","$0 - $19,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Some college but no degree,57,Female,5f0f9dd625153217f188084b
7/30/2022 10:58,7/30/2022 11:00,100,122,TRUE,7/30/2022 11:00,R_3dKenvO9ElBGN4A,Retired,"$20,000 - $39,999",Hispanic,Bachelor degree,71,Female,5dc8d8b90a0b38630af7a0ba
7/30/2022 11:00,7/30/2022 11:00,100,50,TRUE,7/30/2022 11:00,R_10ZtImEkhfdEGdq,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Male,5b11ee789663ee0001460082
7/30/2022 11:00,7/30/2022 11:00,100,47,TRUE,7/30/2022 11:00,R_2aFAr7BL8j7VJFj,"Employed, working 1-29 hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,51,Female,60d4ecd22def4bbd52671db2
