,PID,surveyArm,trustScore,incomeAmount,race5,employment3,educYears,marriedI,ageYears,genderI,ageYearsSq,lIncomeAmount,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_SSA,numCorrect_Other,numEmailsCorrect_SSA,numEmailsCorrect_Other,numLabeledReal,numLabeledFake,numNoAnswer,percentCorrect,TestRound,GovtConfScore,SuscPersuasionScore,SelfControlScore,SuscPersuasionScore_NoSelfControl,GenTrustScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views
450,590208c89571f50001c666e3,arm4_interactive_training,0.0,10.0,W,U,16.0,0.0,29.5,0.0,870.25,2.302585092994046,9.0,1.0,2.0,3.0,6.0,6.0,1.0,2.0,4.0,5.0,2.0,4.0,4.0,8.0,0.0,75.0,4.0,7.0,3.0,1.0,4.125,1.4,3.3,1.0,3,None at all,Frustrated,Only some of the time,Government should do more to solve problems.
451,5be5c05fd153f500019a2ef2,arm4_interactive_training,3.0,10.0,W,U,16.0,0.0,69.5,1.0,4830.25,2.302585092994046,8.0,0.0,4.0,1.0,7.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,11.0,0.0,66.66666666666666,4.0,10.0,,1.0,,3.8,,4.5,6,Some,Frustrated,Most of the time,Government should do more to solve problems.
452,5ac4c721e1099600016a823b,arm1_control,0.0,90.0,W,E,16.0,1.0,49.5,0,2450.25,4.499809670330265,10.0,1.0,1.0,4.0,6.0,7.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,7.0,0.0,83.33333333333334,6.0,6.0,2.8333333333333335,2.0,3.5,2.4,3.5,5.0,5,None at all,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
453,60fce0fcf9abe7218c789734,arm3_existingssa,0.0,125.0,W,E,18.0,0.0,39.5,1,1560.25,4.828313737302302,11.0,1.0,0.0,5.0,6.0,7.0,2.0,2.0,6.0,5.0,3.0,4.0,6.0,6.0,0.0,91.66666666666666,6.0,10.0,3.75,4.333333333333333,4.0,3.8,6.0,4.25,6,Some,Frustrated,Most of the time,Government should do more to solve problems.
454,6004d426710b3c300a1259ee,arm4_interactive_training,0.0,30.0,W,E,16.0,0.0,59.5,0.0,3540.25,3.401197381662155,11.0,0.0,1.0,4.0,7.0,8.0,1.0,2.0,5.0,6.0,3.0,5.0,4.0,8.0,0.0,91.66666666666666,4.0,9.0,3.0,3.0,3.375,2.2,5.8,5.25,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
455,5e29ed78eb557a05536b8442,arm2_written_techniques,3.0,175.0,W,E,18.0,1.0,49.5,0.0,2450.25,5.164785973923514,9.0,2.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0,1.0,4.0,6.0,6.0,0.0,75.0,4.0,10.0,3.0,3.0,3.375,3.2,4.9,4.5,4,Some,Frustrated,Most of the time,Government should do more to solve problems.
456,5a708ef2f1530b000103bfab,arm4_interactive_training,0.0,125.0,A,R,16.0,1.0,39.5,1,1560.25,4.828313737302302,9.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,4.0,5.0,2.0,4.0,6.0,6.0,0.0,75.0,6.0,8.0,3.25,2.3333333333333335,4.0,2.0,4.1,3.375,4,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
457,60fdb83606ba18b3b54215fa,arm4_interactive_training,3.0,70.0,W,E,18.0,0.0,29.5,,870.25,4.248495242049359,12.0,0.0,0.0,5.0,7.0,8.0,2.0,2.0,6.0,6.0,3.0,5.0,5.0,7.0,0.0,100.0,6.0,8.0,3.25,4.0,3.375,3.4,2.0,4.25,5,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
458,5c79608452e62f00169b1fe6,arm2_written_techniques,3.0,70.0,W,E,16.0,1.0,49.5,0,2450.25,4.248495242049359,8.0,2.0,2.0,3.0,5.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,5.0,7.0,0.0,66.66666666666666,6.0,12.0,3.3333333333333335,3.0,3.875,4.0,3.9,4.625,5,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
459,5cda0f40fbe78a00192192a3,arm1_control,3.0,60.0,W,R,18.0,1.0,69.5,0.0,4830.25,4.0943445622221,7.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,5.0,0.0,4.0,6.0,6.0,0.0,58.33333333333334,4.0,11.0,2.5833333333333335,1.6666666666666667,3.25,,6.0,4.75,1,Some,Basically content,Most of the time,Government should do more to solve problems.
460,6101f85d117c1a39ed7f9044,arm3_existingssa,3.0,90.0,W,E,14.0,1.0,29.5,,870.25,4.499809670330265,7.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,0.0,3.0,8.0,4.0,0.0,58.33333333333334,6.0,8.0,3.5,3.6666666666666665,3.875,4.0,3.3,5.0,4,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
461,60fcc6719e27920f135faf0c,arm4_interactive_training,3.0,60.0,W,U,12.0,1.0,29.5,1,870.25,4.0943445622221,7.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,6.0,0.0,58.33333333333334,6.0,9.0,3.8333333333333335,3.6666666666666665,4.375,4.0,3.4,3.125,5,Some,Frustrated,Only some of the time,Government should do more to solve problems.
462,60f0606c7fb546b7d0c450bb,arm4_interactive_training,3.0,30.0,W,E,18.0,0.0,49.5,1,2450.25,3.401197381662155,6.0,5.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,9.0,3.0,0.0,50.0,6.0,12.0,3.25,4.333333333333333,3.25,4.6,4.7,3.25,6,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
463,5fa941f4897b8d0670476392,arm3_existingssa,3.0,60.0,W,R,13.0,0.0,69.5,0.0,4830.25,4.0943445622221,8.0,2.0,2.0,3.0,5.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,5.0,7.0,0.0,66.66666666666666,4.0,9.0,2.9166666666666665,1.6666666666666667,3.75,3.6,6.0,3.75,5,Some,Frustrated,Only some of the time,Government should do more to solve problems.
464,5fba9fdd33207faa35f61df3,arm3_existingssa,0.0,90.0,H,E,16.0,0.0,39.5,0,1560.25,4.499809670330265,9.0,1.0,2.0,3.0,6.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,8.0,0.0,75.0,6.0,8.0,2.75,1.6666666666666667,3.5,2.0,4.0,1.875,5,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
465,60002c38af716201edc1763d,arm4_interactive_training,2.0,30.0,W,R,14.0,1.0,69.5,0.0,4830.25,3.401197381662155,10.0,1.0,1.0,4.0,6.0,7.0,1.0,2.0,4.0,6.0,2.0,5.0,5.0,7.0,0.0,83.33333333333334,4.0,10.0,3.1666666666666665,4.333333333333333,3.125,3.8,5.2,3.125,4,Some,Frustrated,Most of the time,Government should do more to solve problems.
466,5e63912d08c2ef10e6a85688,arm3_existingssa,0.0,175.0,B,U,16.0,0.0,49.5,1.0,2450.25,5.164785973923514,11.0,0.0,1.0,4.0,7.0,8.0,2.0,1.0,6.0,5.0,3.0,5.0,4.0,8.0,0.0,91.66666666666666,4.0,10.0,2.6666666666666665,2.0,3.25,3.0,5.1,3.875,6,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.
467,60fde4c44dde3e3f346ac1db,arm2_written_techniques,0.0,30.0,W,U,14.0,0.0,39.5,1,1560.25,3.401197381662155,7.0,4.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,8.0,4.0,0.0,58.33333333333334,6.0,8.0,2.5,3.0,2.625,1.8,2.2,2.75,5,None at all,Frustrated,Most of the time,Government should do more to solve problems.
468,5fd23ecda6599f06a53f4f62,arm2_written_techniques,3.0,30.0,W,R,16.0,1.0,49.5,0,2450.25,3.401197381662155,11.0,0.0,1.0,4.0,7.0,7.0,2.0,2.0,6.0,5.0,3.0,4.0,4.0,8.0,0.0,91.66666666666666,6.0,8.0,3.5833333333333335,3.3333333333333335,4.125,4.0,6.0,2.5,5,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
469,60467aad42558a04b49419f1,arm3_existingssa,3.0,30.0,W,R,18.0,0.0,69.5,1.0,4830.25,3.401197381662155,7.0,1.0,4.0,1.0,6.0,5.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,10.0,0.0,58.33333333333334,4.0,11.0,2.3333333333333335,2.3333333333333335,2.625,2.8,,,2,Quite a lot,Basically content,Only some of the time,Government should do more to solve problems.
470,5b26ed8a8ecf3f0001619040,arm1_control,3.0,175.0,W,E,18.0,0.0,39.5,0,1560.25,5.164785973923514,8.0,3.0,1.0,4.0,4.0,5.0,2.0,1.0,5.0,3.0,2.0,3.0,7.0,5.0,0.0,66.66666666666666,6.0,9.0,3.0833333333333335,2.3333333333333335,3.75,4.0,5.8,5.0,6,Some,Frustrated,Only some of the time,Government should do more to solve problems.
471,6108bcb974a08a10c085bb5f,arm2_written_techniques,0.0,125.0,O,E,16.0,0.0,39.5,1,1560.25,4.828313737302302,8.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,7.0,5.0,0.0,66.66666666666666,6.0,9.0,3.0833333333333335,2.3333333333333335,3.75,3.8,2.9,4.625,4,Very little,Basically content,Only some of the time,Government should do more to solve problems.
472,60fda0fbed68b10930a7085f,arm2_written_techniques,2.0,60.0,W,E,16.0,0.0,29.5,0,870.25,4.0943445622221,5.0,6.0,1.0,4.0,1.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,10.0,2.0,0.0,41.66666666666667,6.0,8.0,2.6666666666666665,3.0,2.875,2.6,4.5,3.125,5,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
473,5f1f2c053dd3620d41353827,arm4_interactive_training,0.0,10.0,W,U,13.0,0.0,49.5,0,2450.25,2.302585092994046,10.0,2.0,0.0,5.0,5.0,7.0,2.0,1.0,5.0,5.0,3.0,4.0,7.0,5.0,0.0,83.33333333333334,6.0,9.0,3.25,3.3333333333333335,3.625,3.8,5.3,4.375,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
474,5ae25791af72e0000127b8f7,arm1_control,1.0,30.0,B,E,12.0,0.0,39.5,1,1560.25,3.401197381662155,7.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,6.0,6.0,0.0,58.33333333333334,6.0,10.0,4.25,4.333333333333333,4.75,4.0,5.3,4.5,3,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.
475,5fd66ce8aec66457ff73d743,arm1_control,3.0,60.0,W,E,12.0,1.0,59.5,1,3540.25,4.0943445622221,6.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,7.0,5.0,0.0,50.0,6.0,9.0,2.5,1.0,3.375,5.0,6.7,3.625,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
476,60e9c78a617cbabf4732fee6,arm4_interactive_training,3.0,30.0,W,R,12.0,1.0,59.5,0,3540.25,3.401197381662155,10.0,1.0,1.0,4.0,6.0,8.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,7.0,0.0,83.33333333333334,6.0,8.0,2.6666666666666665,1.6666666666666667,3.375,4.0,6.0,5.5,5,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
477,5d3268a52b53a200195ebc30,arm1_control,3.0,90.0,W,R,13.0,0.0,59.5,1,3540.25,4.499809670330265,6.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,5.0,0.0,50.0,6.0,6.0,2.9166666666666665,2.3333333333333335,3.5,3.4,4.0,4.375,6,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.
478,5dceca2541afe801a32e27ac,arm2_written_techniques,3.0,10.0,B,R,18.0,0.0,69.5,1.0,4830.25,2.302585092994046,6.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,0.0,3.0,7.0,5.0,0.0,50.0,4.0,9.0,2.4166666666666665,2.3333333333333335,2.75,3.8,4.0,,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
479,60831f4d98e71bbbe8a85ee2,arm3_existingssa,3.0,70.0,W,R,18.0,1.0,69.5,0.0,4830.25,4.248495242049359,8.0,1.0,3.0,2.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,9.0,0.0,66.66666666666666,4.0,8.0,3.8333333333333335,3.6666666666666665,4.375,,5.5,3.25,4,Very little,Frustrated,Only some of the time,Government should do more to solve problems.
480,60fdc5bcbdcf3ea551f401a2,arm2_written_techniques,0.0,90.0,W,U,16.0,0.0,21.5,1,462.25,4.499809670330265,7.0,4.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,8.0,4.0,0.0,58.33333333333334,6.0,7.0,2.0833333333333335,1.3333333333333333,2.625,2.8,2.2,1.875,5,Very little,Frustrated,Never,Government should do more to solve problems.
481,5e2d96d3bc554937d1b3917a,arm4_interactive_training,0.0,60.0,W,E,16.0,0.0,59.5,0.0,3540.25,4.0943445622221,10.0,1.0,1.0,4.0,6.0,7.0,2.0,1.0,6.0,4.0,3.0,4.0,5.0,7.0,0.0,83.33333333333334,4.0,7.0,2.25,1.3333333333333333,2.875,1.8,5.8,3.5,5,Very little,Angry,Only some of the time,Government should do more to solve problems.
482,5e1e935be3c7191e0519b486,arm4_interactive_training,2.0,70.0,W,E,14.0,1.0,59.5,0,3540.25,4.248495242049359,7.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,3.0,1.0,3.0,8.0,4.0,0.0,58.33333333333334,6.0,7.0,3.1666666666666665,3.3333333333333335,3.5,2.8,3.5,4.25,5,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
483,60ca3dc8b1adc234cbed8132,arm3_existingssa,3.0,30.0,W,U,16.0,0.0,69.5,1,4830.25,3.401197381662155,8.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,5.0,7.0,0.0,66.66666666666666,6.0,9.0,4.083333333333333,4.333333333333333,4.5,4.2,6.4,4.625,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
484,5dd4189ef30aa640b4e9c094,arm1_control,0.0,30.0,"White or Caucasian (Non-Hispanic),Other",E,13.0,1.0,59.5,0,3540.25,3.401197381662155,7.0,5.0,0.0,5.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,10.0,2.0,0.0,58.33333333333334,6.0,7.0,3.25,2.3333333333333335,4.0,2.2,3.7,4.0,3,Very little,Angry,Only some of the time,Government should do more to solve problems.
485,5b233660648d5b0001b7de87,arm2_written_techniques,3.0,60.0,W,E,13.0,0.0,69.5,,4830.25,4.0943445622221,6.0,2.0,4.0,1.0,5.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,9.0,0.0,50.0,4.0,10.0,3.1666666666666665,2.3333333333333335,3.875,4.0,5.8,3.375,5,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.
486,5de5538f8fde1c4dbc951498,arm2_written_techniques,3.0,30.0,W,R,12.0,0.0,59.5,1,3540.25,3.401197381662155,10.0,1.0,1.0,4.0,6.0,8.0,0.0,2.0,4.0,6.0,3.0,5.0,5.0,7.0,0.0,83.33333333333334,6.0,8.0,2.3333333333333335,2.0,2.75,3.2,4.5,2.375,3,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
487,60fe7748a8ef9311de5f2fcd,arm2_written_techniques,3.0,70.0,W,E,18.0,0.0,49.5,1,2450.25,4.248495242049359,7.0,5.0,0.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,10.0,2.0,0.0,58.33333333333334,6.0,9.0,3.3333333333333335,3.6666666666666665,3.625,4.0,4.2,4.25,5,Some,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.
489,5fbb2540b981f7c1e0fca5ff,arm3_existingssa,0.0,60.0,W,E,13.0,1.0,39.5,0.0,1560.25,4.0943445622221,6.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,7.0,5.0,0.0,50.0,4.0,6.0,3.3333333333333335,6.0,2.75,2.0,4.9,2.375,3,None at all,Frustrated,Never,Government should do more to solve problems.
490,5b5a822e1ad8270001c4f28d,arm1_control,0.0,10.0,W,U,12.0,0.0,39.5,0.0,1560.25,2.302585092994046,6.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,7.0,0.0,50.0,4.0,10.0,4.166666666666667,4.333333333333333,4.625,3.2,5.5,3.0,3,Some,Basically content,Only some of the time,Government should do more to solve problems.
491,5f0550bf5819b18476ee8343,arm4_interactive_training,3.0,70.0,W,R,18.0,1.0,69.5,1.0,4830.25,4.248495242049359,10.0,1.0,1.0,4.0,6.0,7.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,7.0,0.0,83.33333333333334,4.0,9.0,3.75,3.6666666666666665,4.25,4.0,6.0,5.375,5,Some,Frustrated,Only some of the time,Government should do more to solve problems.
492,5ef54b31234db61ac1c7fdb0,arm4_interactive_training,3.0,30.0,W,R,13.0,0.0,39.5,0.0,1560.25,3.401197381662155,10.0,2.0,0.0,5.0,5.0,7.0,1.0,2.0,5.0,5.0,3.0,4.0,7.0,5.0,0.0,83.33333333333334,4.0,10.0,2.6666666666666665,2.6666666666666665,3.0,2.8,2.7,1.25,5,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.
493,5fc27b5a13285c0008cc71ab,arm2_written_techniques,3.0,70.0,W,R,16.0,1.0,59.5,1.0,3540.25,4.248495242049359,10.0,0.0,2.0,3.0,7.0,8.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,9.0,0.0,83.33333333333334,4.0,10.0,2.9166666666666665,2.6666666666666665,3.375,3.6,3.2,4.25,4,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.
494,5b66c8d4cda8590001dafb0c,arm4_interactive_training,3.0,60.0,W,E,16.0,0.0,29.5,0.0,870.25,4.0943445622221,9.0,2.0,1.0,4.0,5.0,7.0,1.0,1.0,4.0,5.0,2.0,5.0,6.0,6.0,0.0,75.0,4.0,9.0,2.5833333333333335,2.0,3.125,3.8,2.4,3.875,5,Some,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.
495,6041a8ef3e22f91aed48340b,arm2_written_techniques,2.0,90.0,W,E,14.0,1.0,59.5,1,3540.25,4.499809670330265,9.0,1.0,2.0,3.0,6.0,6.0,1.0,2.0,4.0,5.0,2.0,4.0,4.0,8.0,0.0,75.0,6.0,10.0,2.5833333333333335,2.0,3.125,3.4,4.3,2.5,5,Some,Frustrated,Most of the time,Government should do more to solve problems.
496,60e36e6ecb9f00e7b4dab92e,arm2_written_techniques,3.0,125.0,W,R,13.0,1.0,69.5,0,4830.25,4.828313737302302,8.0,4.0,0.0,5.0,3.0,5.0,2.0,1.0,4.0,4.0,2.0,3.0,9.0,3.0,0.0,66.66666666666666,6.0,8.0,3.1666666666666665,2.3333333333333335,3.875,4.0,4.8,4.875,5,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
497,5f1230c4f57b2f06e2465477,arm1_control,3.0,60.0,W,R,13.0,1.0,69.5,0.0,4830.25,4.0943445622221,12.0,0.0,0.0,5.0,7.0,8.0,2.0,2.0,6.0,6.0,3.0,5.0,5.0,7.0,0.0,100.0,4.0,10.0,,1.0,,4.0,5.7,3.75,5,Some,Basically content,Only some of the time,Government should do more to solve problems.
498,5d1a7bb2339da6001a12b11a,arm4_interactive_training,3.0,10.0,W,U,16.0,0.0,69.5,1.0,4830.25,2.302585092994046,12.0,0.0,0.0,5.0,7.0,8.0,2.0,2.0,6.0,6.0,3.0,5.0,5.0,7.0,0.0,100.0,4.0,9.0,3.6666666666666665,2.0,4.75,3.0,6.0,4.0,3,Some,Frustrated,Only some of the time,Government should do more to solve problems.
499,5be2e7e491deed00015adcb0,arm3_existingssa,3.0,10.0,W,E,16.0,0.0,59.5,0,3540.25,2.302585092994046,9.0,2.0,1.0,4.0,5.0,6.0,2.0,1.0,4.0,5.0,1.0,5.0,6.0,6.0,0.0,75.0,6.0,8.0,,2.0,,2.8,2.6,3.375,3,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
500,5d14bf3449a18f0001e1e8dc,arm3_existingssa,1.0,30.0,W,R,13.0,0.0,69.5,0.0,4830.25,3.401197381662155,8.0,2.0,2.0,3.0,5.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,5.0,7.0,0.0,66.66666666666666,4.0,5.0,2.9166666666666665,2.0,3.625,2.6,2.2,2.375,6,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.
501,5fe64758bf7c8246fee7d3bc,arm2_written_techniques,3.0,90.0,W,R,18.0,1.0,69.5,0,4830.25,4.499809670330265,6.0,5.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,9.0,3.0,0.0,50.0,6.0,12.0,3.9166666666666665,3.0,4.75,3.8,5.0,3.5,6,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
502,5f872af9e3e4870ef4d67cc3,arm1_control,1.0,90.0,B,U,13.0,0.0,49.5,0.0,2450.25,4.499809670330265,4.0,4.0,4.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,7.0,0.0,33.33333333333333,4.0,10.0,2.5833333333333335,2.0,3.125,,4.3,,3,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.
503,5c01dc58067bbf00019bb318,arm2_written_techniques,3.0,30.0,W,R,16.0,0.0,59.5,0,3540.25,3.401197381662155,8.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,5.0,7.0,0.0,66.66666666666666,6.0,12.0,2.9166666666666665,3.0,3.25,3.8,5.8,3.625,5,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
504,5bf6fc936c445d0001aeba98,arm4_interactive_training,0.0,90.0,W,E,16.0,1.0,39.5,0.0,1560.25,4.499809670330265,9.0,3.0,0.0,5.0,4.0,6.0,1.0,2.0,5.0,4.0,3.0,3.0,8.0,4.0,0.0,75.0,4.0,5.0,4.416666666666667,4.666666666666667,4.875,2.8,4.8,3.375,5,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.
505,5662218473ac8700058095b1,arm4_interactive_training,3.0,175.0,W,E,18.0,1.0,59.5,0,3540.25,5.164785973923514,10.0,0.0,2.0,3.0,7.0,8.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,9.0,0.0,83.33333333333334,6.0,11.0,,1.0,,,5.2,4.0,4,Quite a lot,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.
506,5abc27db68b65b00018d000f,arm4_interactive_training,0.0,125.0,W,U,13.0,1.0,59.5,1.0,3540.25,4.828313737302302,10.0,1.0,1.0,4.0,6.0,7.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,7.0,0.0,83.33333333333334,4.0,6.0,2.6666666666666665,1.6666666666666667,3.375,3.2,5.4,2.0,5,None at all,Frustrated,Never,Government should do more to solve problems.
507,5dced33fc944d1018c53c520,arm2_written_techniques,3.0,60.0,O,U,18.0,,49.5,Prefer not to answer,2450.25,4.0943445622221,7.0,5.0,0.0,5.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,10.0,2.0,0.0,58.33333333333334,6.0,9.0,2.0,1.3333333333333333,2.5,2.8,5.9,2.125,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
508,5f4859d23306481f0f0dd2a5,arm4_interactive_training,1.0,175.0,O,E,16.0,1.0,39.5,0.0,1560.25,5.164785973923514,8.0,2.0,2.0,3.0,5.0,7.0,0.0,1.0,3.0,5.0,2.0,5.0,5.0,7.0,0.0,66.66666666666666,4.0,6.0,3.5,2.0,4.5,3.6,3.2,3.875,5,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.
509,5cbe7fdb82218d00172aa4f3,arm2_written_techniques,0.0,30.0,W,R,12.0,1.0,59.5,1,3540.25,3.401197381662155,6.0,3.0,3.0,2.0,4.0,4.0,0.0,2.0,2.0,4.0,1.0,3.0,5.0,7.0,0.0,50.0,6.0,7.0,3.75,4.0,4.125,1.4,5.0,3.125,4,Quite a lot,Angry,Never,Government is doing too many things better left to businesses and individuals.
510,6100372e3a116cb5cb36ebea,arm1_control,3.0,70.0,W,E,18.0,1.0,69.5,0,4830.25,4.248495242049359,8.0,4.0,0.0,5.0,3.0,5.0,1.0,2.0,3.0,5.0,1.0,4.0,9.0,3.0,0.0,66.66666666666666,6.0,13.0,3.75,2.6666666666666665,4.625,3.6,6.6,3.875,6,Quite a lot,Basically content,Just about always,Government should do more to solve problems.
511,5e837e917441520b9c662931,arm3_existingssa,1.0,10.0,H,U,13.0,0.0,39.5,1.0,1560.25,2.302585092994046,7.0,4.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,8.0,4.0,0.0,58.33333333333334,4.0,12.0,2.5,1.6666666666666667,3.125,3.8,5.5,3.125,3,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
512,5dd405ab80123f3eaae9af80,arm3_existingssa,3.0,125.0,W,R,18.0,1.0,59.5,1.0,3540.25,4.828313737302302,9.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,5.0,4.0,3.0,3.0,6.0,6.0,0.0,75.0,4.0,10.0,2.3333333333333335,3.3333333333333335,2.25,4.6,5.9,5.0,6,Some,Frustrated,Most of the time,Government should do more to solve problems.
513,5d7431a92a3f0f001a0e4341,arm2_written_techniques,3.0,125.0,W,U,14.0,1.0,59.5,1,3540.25,4.828313737302302,10.0,1.0,1.0,4.0,6.0,7.0,1.0,2.0,4.0,6.0,2.0,5.0,5.0,7.0,0.0,83.33333333333334,6.0,7.0,3.6666666666666665,2.0,4.75,4.0,,4.5,4,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
514,60fcc15ef268afacabcc4b14,arm4_interactive_training,3.0,175.0,W,E,18.0,0.0,59.5,1,3540.25,5.164785973923514,11.0,0.0,1.0,4.0,7.0,8.0,2.0,1.0,6.0,5.0,3.0,5.0,4.0,8.0,0.0,91.66666666666666,6.0,9.0,3.25,1.3333333333333333,4.375,4.0,5.7,2.375,6,Some,Frustrated,Only some of the time,Government should do more to solve problems.
515,5df2f2ed4c81b2201c6c782e,arm1_control,3.0,30.0,W,R,16.0,0.0,69.5,1,4830.25,3.401197381662155,9.0,1.0,2.0,3.0,6.0,6.0,1.0,2.0,4.0,5.0,2.0,4.0,4.0,8.0,0.0,75.0,6.0,12.0,3.75,4.333333333333333,4.0,,5.7,3.75,6,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.
516,60fdf6da03fc51141cae6e82,arm4_interactive_training,1.0,90.0,W,U,16.0,0.0,29.5,1,870.25,4.499809670330265,9.0,2.0,1.0,4.0,5.0,7.0,1.0,1.0,4.0,5.0,2.0,5.0,6.0,6.0,0.0,75.0,6.0,7.0,3.25,3.6666666666666665,3.5,3.2,3.3,4.75,5,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.
517,5d84e353a954540015f51437,arm1_control,3.0,125.0,W,U,13.0,1.0,59.5,1,3540.25,4.828313737302302,4.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,5.0,7.0,0.0,33.33333333333333,6.0,9.0,3.4166666666666665,1.0,4.75,3.8,2.0,1.75,4,Some,Frustrated,Only some of the time,Government should do more to solve problems.
