StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,MetaInfo_Browser,MetaInfo_Version,MetaInfo_Operating System,MetaInfo_Resolution,PID,SuscPersuasion_1,SuscPersuasion_2,SuscPersuasion_3,SuscPersuasion_4,SuscPersuasion_5,SuscPersuasion_6,SuscPersuasion_7,SuscPersuasion_8,SuscPersuasion_9,SuscPersuasion_10,SuscPersuasion_11,SuscPersuasion_12,GenTrust_1,GenTrust_2,GenTrust_3,GenTrust_4,GenTrust_5,GenTrust_6,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,TrustInSSA_1,TrustInSSA_2,TrustInSSA_3,TrustInSSA_4,TrustInSSA_5,TrustInSSA_6,TrustInSSA_7,TrustInSSA_8,TrustInSSA_9,TrustInSSA_10,TrustInInternet_1,TrustInInternet_2,TrustInInternet_3,TrustInInternet_4,TrustInInternet_5,TrustInInternet_6,TrustInInternet_7,TrustInInternet_8,OnlineShopping,HonestyCheck,PROLIFIC_PID,UserAgent
3/4/2022 7:43,3/4/2022 7:46,IP Address,100,164,TRUE,3/4/2022 7:46,R_1gTKQ4tHQdmqrwU,,,,,anonymous,EN,Yes,,,,,60fdc5bcbdcf3ea551f401a2,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Very little,Frustrated,Never,Government should do more to solve problems.,Disagree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Once a week,"Yes, use the responses.",60fdc5bcbdcf3ea551f401a2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"
3/4/2022 7:42,3/4/2022 7:46,IP Address,100,277,TRUE,3/4/2022 7:46,R_BLfBU1RsAbjzEl3,,,,,anonymous,EN,Yes,,,,,5e2d96d3bc554937d1b3917a,Strongly Disagree,Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Neutral,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Strongly Agree,Slightly Disagree,Once a week,"Yes, use the responses.",5e2d96d3bc554937d1b3917a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
3/4/2022 7:49,3/4/2022 7:52,IP Address,100,193,TRUE,3/4/2022 7:52,R_2qrZvcya7nDeGvB,,,,,anonymous,EN,Yes,,,,,5e1e935be3c7191e0519b486,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,"Yes, use the responses.",5e1e935be3c7191e0519b486,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/4/2022 7:45,3/4/2022 7:53,IP Address,100,506,TRUE,3/4/2022 7:53,R_337IdXU5XMTGeH3,,,,,anonymous,EN,Yes,,,,,60ca3dc8b1adc234cbed8132,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Disagree,Slightly Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Once a month,"Yes, use the responses.",60ca3dc8b1adc234cbed8132,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36 Edg/98.0.1108.62"
3/4/2022 7:47,3/4/2022 7:55,IP Address,100,483,TRUE,3/4/2022 7:55,R_2uJw2lrksdi1xOD,,,,,anonymous,EN,Yes,,,,,5dd4189ef30aa640b4e9c094,Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Disagree,Few times a year,"Yes, use the responses.",5dd4189ef30aa640b4e9c094,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36 Edg/98.0.1108.62"
3/4/2022 7:42,3/4/2022 7:55,IP Address,100,766,TRUE,3/4/2022 7:55,R_1ozJYIncmClYpMb,,,,,anonymous,EN,Yes,,,,,5b233660648d5b0001b7de87,Neither Agree nor Disagree,Agree,Strongly Disagree,Slightly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Slightly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,"Yes, use the responses.",5b233660648d5b0001b7de87,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0
3/4/2022 7:52,3/4/2022 7:56,IP Address,100,227,TRUE,3/4/2022 7:56,R_1GyvvDgFymx199h,,,,,anonymous,EN,Yes,,,,,5de5538f8fde1c4dbc951498,Disagree,Slightly Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Few times a year,"Yes, use the responses.",5de5538f8fde1c4dbc951498,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
3/4/2022 7:57,3/4/2022 8:00,IP Address,100,218,TRUE,3/4/2022 8:00,R_21GlMf4mOmPe0zk,,,,,anonymous,EN,Yes,,,,,60fe7748a8ef9311de5f2fcd,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Some,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Disagree,Once a week,"Yes, use the responses.",60fe7748a8ef9311de5f2fcd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36"
3/5/2022 15:13,3/5/2022 15:15,IP Address,100,109,TRUE,3/5/2022 15:15,R_u2i5Gbg7f203oOd,,,,,qr,EN,Yes,Safari iPhone,14.1.2,iPhone,375x667,SteveWide6-phone,,,,Disagree,,,,,,Disagree,Disagree,,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Once a year,"Yes, use the responses.",,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
3/5/2022 15:21,3/5/2022 15:24,IP Address,100,199,TRUE,3/5/2022 15:24,R_29dhU2PazryDOyR,,,,,anonymous,EN,Yes,Chrome,98.0.4758.102,Windows NT 10.0,1920x1080,5fbb2540b981f7c1e0fca5ff,Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Few times a year,"Yes, use the responses.",5fbb2540b981f7c1e0fca5ff,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/5/2022 15:19,3/5/2022 15:25,IP Address,100,340,TRUE,3/5/2022 15:25,R_31px3zgEN6F1OGy,,,,,anonymous,EN,Yes,Chrome,98.0.4758.102,Macintosh,1280x800,5b5a822e1ad8270001c4f28d,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Slightly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Some,Basically content,Only some of the time,Government should do more to solve problems.,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Few times a year,"Yes, use the responses.",5b5a822e1ad8270001c4f28d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/5/2022 15:25,3/5/2022 15:29,IP Address,100,225,TRUE,3/5/2022 15:29,R_1GBqWeUielzKOhB,,,,,anonymous,EN,Yes,Chrome,98.0.4758.102,Windows NT 10.0,1536x864,5f0550bf5819b18476ee8343,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Once a week,"Yes, use the responses.",5f0550bf5819b18476ee8343,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/5/2022 15:26,3/5/2022 15:30,IP Address,100,248,TRUE,3/5/2022 15:30,R_2D1adv0S9cuth6O,,,,,anonymous,EN,Yes,Chrome,98.0.4758.101,Android 11,393x851,5ef54b31234db61ac1c7fdb0,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Once a week,"Yes, use the responses.",5ef54b31234db61ac1c7fdb0,"Mozilla/5.0 (Linux; Android 11; motorola edge) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
3/5/2022 15:26,3/5/2022 15:30,IP Address,100,283,TRUE,3/5/2022 15:30,R_21dOUi5lv7Slm9t,,,,,anonymous,EN,Yes,Firefox,97,Windows NT 10.0,1536x864,5fc27b5a13285c0008cc71ab,Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Agree,Disagree,Once a month,"Yes, use the responses.",5fc27b5a13285c0008cc71ab,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0
3/5/2022 15:32,3/5/2022 15:34,IP Address,100,159,TRUE,3/5/2022 15:34,R_pDTclDicBAU8ZDb,,,,,anonymous,EN,Yes,Chrome,99.0.4844.51,Windows NT 10.0,2048x1152,5b66c8d4cda8590001dafb0c,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Some,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,"Yes, use the responses.",5b66c8d4cda8590001dafb0c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
3/5/2022 15:26,3/5/2022 15:38,IP Address,100,708,TRUE,3/5/2022 15:38,R_1qX1lIVv4u9HJie,,,,,anonymous,EN,Yes,Chrome,99.0.4844.51,Windows NT 10.0,1536x864,6041a8ef3e22f91aed48340b,Slightly Disagree,Agree,Strongly Disagree,Agree,Slightly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Once a week,"Yes, use the responses.",6041a8ef3e22f91aed48340b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
3/5/2022 15:36,3/5/2022 15:40,IP Address,100,243,TRUE,3/5/2022 15:40,R_2eONzO58FcWDQat,,,,,anonymous,EN,Yes,Chrome,98.0.4758.102,Windows NT 10.0,1366x768,60e36e6ecb9f00e7b4dab92e,Disagree,Slightly Agree,Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a week,"Yes, use the responses.",60e36e6ecb9f00e7b4dab92e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/5/2022 15:35,3/5/2022 15:40,IP Address,100,295,TRUE,3/5/2022 15:40,R_21upkoAQ8pU4Od1,,,,,anonymous,EN,Yes,Chrome,98.0.4758.102,Windows NT 10.0,1536x864,5f1230c4f57b2f06e2465477,Strongly Disagree,Strongly Agree,Strongly Disagree,,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Some,Basically content,Only some of the time,Government should do more to solve problems.,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Once a week,"Yes, use the responses.",5f1230c4f57b2f06e2465477,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
3/5/2022 15:41,3/5/2022 15:45,IP Address,100,271,TRUE,3/5/2022 15:45,R_2VwlMu8LqJ6z61w,,,,,anonymous,EN,Yes,Chrome,99.0.4844.58,Android 11,412x892,5d1a7bb2339da6001a12b11a,Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Few times a year,"Yes, use the responses.",5d1a7bb2339da6001a12b11a,"Mozilla/5.0 (Linux; Android 11; Nokia 7.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.58 Mobile Safari/537.36"
3/5/2022 15:47,3/5/2022 15:50,IP Address,100,192,TRUE,3/5/2022 15:50,R_305Xab1cks45UMU,,,,,anonymous,EN,Yes,Firefox,97,Windows NT 10.0,1920x1080,5be2e7e491deed00015adcb0,Disagree,Agree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Disagree,,Slightly Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Few times a year,"Yes, use the responses.",5be2e7e491deed00015adcb0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0
3/5/2022 15:45,3/5/2022 15:50,IP Address,100,349,TRUE,3/5/2022 15:50,R_2wBSvRrlFMYC4kE,,,,,anonymous,EN,Yes,Chrome,91.0.4472.101,Windows NT 6.1,1920x1080,5d14bf3449a18f0001e1e8dc,Disagree,Slightly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Strongly Disagree,Slightly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Few times a week/Daily,"Yes, use the responses.",5d14bf3449a18f0001e1e8dc,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Safari/537.36"
3/5/2022 15:50,3/5/2022 15:57,IP Address,100,428,TRUE,3/5/2022 15:57,R_3isCKGVuRQcyvEf,,,,,anonymous,EN,Yes,Edge,99.0.1150.30,Windows NT 10.0,1366x768,5fe64758bf7c8246fee7d3bc,Neither Agree nor Disagree,Slightly Agree,Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Few times a week/Daily,"Yes, use the responses.",5fe64758bf7c8246fee7d3bc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.30"
3/5/2022 15:52,3/5/2022 15:58,IP Address,100,352,TRUE,3/5/2022 15:58,R_PSYaJHdCbfuhBHX,,,,,anonymous,EN,Yes,Opera,84.0.4316.21,Windows NT 10.0,1360x768,5f872af9e3e4870ef4d67cc3,Disagree,Agree,Disagree,Strongly Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Agree,,,Disagree,Agree,Agree,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,,Disagree,Slightly Agree,Disagree,Few times a year,"Yes, use the responses.",5f872af9e3e4870ef4d67cc3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36 OPR/84.0.4316.21"
3/5/2022 15:55,3/5/2022 16:01,IP Address,100,381,TRUE,3/5/2022 16:01,R_1oiGlurywSvqFFI,,,,,anonymous,EN,Yes,Edge,99.0.1150.30,Windows NT 10.0,1920x1080,5c01dc58067bbf00019bb318,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Agree,Strongly Disagree,Slightly Agree,Disagree,Agree,Slightly Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Once a week,"Yes, use the responses.",5c01dc58067bbf00019bb318,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.30"
3/5/2022 16:02,3/5/2022 16:09,IP Address,100,418,TRUE,3/5/2022 16:09,R_PvuDuplxI0dfFkt,,,,,anonymous,EN,Yes,Chrome,94.0.4606.124,CrOS x86_64 14150.87.0,1200x750,5bf6fc936c445d0001aeba98,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Agree,Slightly Disagree,Once a week,"Yes, use the responses.",5bf6fc936c445d0001aeba98,"Mozilla/5.0 (X11; CrOS x86_64 14150.87.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.124 Safari/537.36"
