,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
3210,2022-09-12 09:53:00,9/12/2022 9:56,IP Address,100,203,True,9/12/2022 9:56,R_1k2drtjOWIDdT9c,,,,,anonymous,EN,Yes,,,Chrome,104.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Disagree,Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,B948691,arm2_generalinfo,,B948691,3,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:56,9/12/2022 9:57,IP Address,100.0,45.0,True,9/12/2022 9:57,R_Uz4gjiw5Qm9qivT,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,28.0,Female,True,Real,,,Real,,Details,Real,Click,,Real,Click,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,9/12/2022 10:03,9/12/2022 10:22,IP Address,100.0,1147.0,True,9/12/2022 10:22,R_ah1IqTiNeIuYNWN,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,0.0,4.0,0.0,Keep,False,False,7,True
3211,2022-09-12 09:53:00,9/12/2022 9:57,IP Address,100,238,True,9/12/2022 9:57,R_3m902BBw18zBiCo,,,,,anonymous,EN,Yes,,,Safari iPhone,15.5,iPhone,375x667,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,B338310,arm1_control,,B338310,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:57,9/12/2022 9:58,IP Address,100.0,53.0,True,9/12/2022 9:58,R_3j98GwnMX1Rdvk0,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",I prefer not to say,Associate degree,63.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 10:00,9/12/2022 10:03,IP Address,100.0,173.0,True,9/12/2022 10:03,R_1ItuBQxdClVR5Je,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,"$33,750.00 ",Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,1.0,4.0,0.0,Keep,False,False,7,True
3212,2022-09-12 09:53:00,9/12/2022 9:57,IP Address,100,238,True,9/12/2022 9:57,R_3m902BBw18zBiCo,,,,,anonymous,EN,Yes,,,Safari iPhone,15.5,iPhone,375x667,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,B338310,arm1_control,,B338310,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:57,9/12/2022 9:57,IP Address,38.0,19.0,False,9/13/2022 9:57,R_1QsgwrQHFFb15mb,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",,,,,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 10:00,9/12/2022 10:03,IP Address,100.0,173.0,True,9/12/2022 10:03,R_1ItuBQxdClVR5Je,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,"$33,750.00 ",Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,0.0,4.0,0.0,Incomplete: Second Survey,False,,7,True
3234,2022-09-12 09:54:00,9/12/2022 10:13,IP Address,100,1105,True,9/12/2022 10:13,R_1ff4qk4I5Ip7N9k,,,,,anonymous,EN,Yes,,,Safari,15.6.1,Macintosh,1440x900,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,A few times a week / Daily,B770791,arm3_tips,,B770791,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 10:13,9/12/2022 10:15,IP Address,100.0,104.0,True,9/12/2022 10:15,R_2EfLbg2YTBw74jx,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,81.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,9/12/2022 10:22,9/12/2022 10:26,IP Address,100.0,251.0,True,9/12/2022 10:26,R_3s6OhkyRR9bhX5j,,,,,anonymous,EN,"Someone selling fraudulent goods or services,Other",Yes,$138 ,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,3.0,4.0,0.0,Keep,False,False,7,True
3217,2022-09-12 09:56:00,9/12/2022 10:02,IP Address,100,353,True,9/12/2022 10:02,R_2cuZ5kygkTpTbXA,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1920x1080,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,B1464,arm4_interactive,,B1464,4,0,Real,,Details,Real,,,Scam,,Details,Scam,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,9/12/2022 10:11,9/12/2022 10:12,IP Address,100.0,87.0,True,9/12/2022 10:12,R_2dnWzwyxo0CkKVm,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,70.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,Details,Scam,,,Scam,,,True,True,9/12/2022 10:20,9/12/2022 10:22,IP Address,100.0,98.0,True,9/12/2022 10:22,R_2tankX2GV2Q330c,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,3.0,2.0,0.0,Keep,False,False,5,True
3218,2022-09-12 09:57:00,9/12/2022 10:02,IP Address,100,352,True,9/12/2022 10:02,R_PwxJe0PmlDdijeN,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,412x915,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,A few times a year,B70064,arm3_tips,,B70064,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 10:02,9/12/2022 10:04,IP Address,100.0,84.0,True,9/12/2022 10:04,R_2VDbUIE4xlOGmoQ,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,52.0,Male,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,9/12/2022 10:11,9/12/2022 10:12,IP Address,100.0,105.0,True,9/12/2022 10:12,R_1LXsKu66vSZ7VmJ,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,400,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,3.0,2.0,0.0,Keep,False,False,6,True
3214,2022-09-12 09:57:00,9/12/2022 10:01,IP Address,100,277,True,9/12/2022 10:01,R_6LmrLUz1LG8S9r3,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,414x736,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Once a week,B681918,arm1_control,,B681918,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 10:01,9/12/2022 10:02,IP Address,100.0,59.0,True,9/12/2022 10:02,R_26nkbRpjWe201TL,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,71.0,Male,True,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,True,True,9/12/2022 10:05,9/12/2022 10:07,IP Address,100.0,113.0,True,9/12/2022 10:07,R_T0onNntJjrHUTsd,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,2,2.0,3.0,0.0,Keep,False,False,7,True
3216,2022-09-12 09:57:00,9/12/2022 10:02,IP Address,100,306,True,9/12/2022 10:02,R_42D2S8tahTkSxBn,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,320x712,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Once a month,B358399,arm2_generalinfo,,B358399,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 10:02,9/12/2022 10:03,IP Address,100.0,62.0,True,9/12/2022 10:03,R_3m4UUOiMlc0uuYt,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,63.0,Female,True,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,9/12/2022 10:06,9/12/2022 10:09,IP Address,100.0,137.0,True,9/12/2022 10:09,R_1C4qtNKChW1oSrP,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,5000,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,2.0,3.0,0.0,Keep,False,False,7,True
3222,2022-09-12 09:58:00,9/12/2022 10:04,IP Address,100,371,True,9/12/2022 10:04,R_2xJB1bct2fTb9MX,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 13,346x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,A few times a year,B297383,arm4_interactive,,B297383,0,0,Scam,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,3,,,,Incomplete: Third Survey,False,,7,True
3215,2022-09-12 09:58:00,9/12/2022 10:02,IP Address,100,228,True,9/12/2022 10:02,R_1hSXGCo2TutBx7v,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,375x812,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Once a month,B348894,arm4_interactive,,B348894,0,0,Real,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,2,,,,Incomplete: Third Survey,False,,7,True
3697,2022-09-12 09:59:00,9/12/2022 10:01,IP Address,50,127,False,9/13/2022 10:02,R_3vD6ndZS5ClnDfH,,,,,anonymous,EN,Yes,,,Chrome,104.0.0.0,Android 10,384x790,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,,,,,,,,,,,,B789594,notSet,,B789594,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,1,,,,Incomplete: First Survey,False,,7,True
3259,2022-09-12 10:00:00,9/12/2022 10:41,IP Address,100,2480,True,9/12/2022 10:41,R_3OjovbIPDqRWiiQ,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1920x1080,Some,Basically content,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Once a month,B697539,arm3_tips,,B697539,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 10:41,9/12/2022 11:25,IP Address,100.0,2651.0,True,9/12/2022 11:25,R_ZIyRIyb0P0xnWal,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,34.0,Female,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,4,4.0,,,Incomplete: Third Survey,False,,7,True
3221,2022-09-12 10:00:00,9/12/2022 10:03,IP Address,100,180,True,9/12/2022 10:03,R_3Gpnbp4z2axgjqK,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B232809,notSet,,B232809,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,1,,,,No to Consent: First Survey,False,,7,True
3232,2022-09-12 10:00:00,9/12/2022 10:12,IP Address,100,707,True,9/12/2022 10:12,R_Z937f4bU2v3asmZ,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,390x844,Some,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Slightly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Once a week,B457115,arm2_generalinfo,,B457115,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 10:12,9/12/2022 10:13,IP Address,100.0,56.0,True,9/12/2022 10:13,R_10vCxzKnliZEkWC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",41.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Real,,,Scam,,,True,True,9/12/2022 10:18,9/12/2022 10:19,IP Address,100.0,66.0,True,9/12/2022 10:19,R_2xVi0PAYU0vkBG6,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,1.0,1.0,0.0,Keep,False,False,7,True
3228,2022-09-12 10:01:00,9/12/2022 10:10,IP Address,100,570,True,9/12/2022 10:10,R_1JKpPlaReHq1Pld,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,320x568,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Disagree,Disagree,A few times a year,B126488,arm3_tips,,B126488,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 10:10,9/12/2022 10:12,IP Address,100.0,117.0,True,9/12/2022 10:12,R_333yx8bHQ9east3,,,,,anonymous,EN,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,65.0,Female,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,4,4.0,,,Incomplete: Third Survey,False,,7,True
3700,2022-09-12 10:02:00,9/12/2022 10:09,IP Address,50,433,False,9/13/2022 10:09,R_1nMzvNkhaGESn7S,,,,,anonymous,EN,Yes,,,Safari iPhone,15.4,iPhone,375x667,None at all,Frustrated,Never,Government should do more to solve problems.,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,B7194,notSet,,B7194,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,3,,,,Incomplete: First Survey,False,,5,True
3223,2022-09-12 10:02:00,9/12/2022 10:04,IP Address,100,141,True,9/12/2022 10:04,R_8IFuC5vQq1uc9Db,,,,,anonymous,EN,Yes,,,Firefox,104,Windows NT 10.0,1366x768,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Once a month,B883909,arm1_control,,B883909,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 10:04,9/12/2022 10:05,IP Address,100.0,48.0,True,9/12/2022 10:05,R_1IZr7qoaqOkR5hc,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,42.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,9/12/2022 10:07,9/12/2022 10:08,IP Address,100.0,48.0,True,9/12/2022 10:08,R_4SJzN5xn6dmqV6V,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,Yes,No,Some of the time,Often,Some of the time,"Yes, use the responses.",True,1,True,1,1.0,0.0,0.0,Keep,False,False,7,True
3698,2022-09-12 10:03:00,9/12/2022 10:03,IP Address,23,14,False,9/13/2022 10:03,R_3fUZuuhflwlxO5o,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B416140,notSet,,B416140,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,0,,,,Incomplete: First Survey,False,,7,True
3227,2022-09-12 10:04:00,9/12/2022 10:09,IP Address,100,305,True,9/12/2022 10:09,R_1Nw4A66cM6hPOeW,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,360x800,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a month,B676442,arm4_interactive,,B676442,2,0,Scam,Click,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,Details,Real,,Details,True,True,9/12/2022 10:15,9/12/2022 10:16,IP Address,100.0,50.0,True,9/12/2022 10:16,R_1qe8NqfMvyvWVbX,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",I prefer not to say,Bachelor degree,40.0,Female,True,Scam,,,Scam,,,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 10:18,9/12/2022 10:19,IP Address,100.0,111.0,True,9/12/2022 10:19,R_2VIrA1CUjh9Mypr,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,3,1.0,3.0,0.0,Keep,False,False,7,True
3226,2022-09-12 10:05:00,9/12/2022 10:07,IP Address,100,103,True,9/12/2022 10:07,R_RIfY9Tf6y8LAhkl,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B331044,notSet,,B331044,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,0,,,,No to Consent: First Survey,False,,7,True
3236,2022-09-12 10:05:00,9/12/2022 10:15,IP Address,100,573,True,9/12/2022 10:15,R_3qmzlwCWyv6Myem,,,,,anonymous,EN,Yes,,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Once a month,B219512,arm3_tips,,B219512,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 10:15,9/12/2022 10:16,IP Address,100.0,52.0,True,9/12/2022 10:16,R_1PdyLtg5dLJLGW1,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,38.0,Female,True,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 10:18,9/12/2022 10:20,IP Address,100.0,100.0,True,9/12/2022 10:20,R_1LwiNUVVtWFFb3T,,,,,anonymous,EN,Other,No,,No,Yes,Some of the time,Often,Hardly ever,"Yes, use the responses.",True,1,True,4,1.0,2.0,0.0,Keep,False,False,7,True
