StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,surveyArm,PROLIFIC_PID,PID
8/14/2022 22:36,8/14/2022 22:40,IP Address,100,253,TRUE,8/14/2022 22:40,R_1IgWbUMwFPg0xqN,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Android 12,385x854,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,A few times a week / Daily,arm3_tips,612bfe71a97242127201bc3b,612bfe71a97242127201bc3b
8/14/2022 22:36,8/14/2022 22:40,IP Address,100,233,TRUE,8/14/2022 22:40,R_1g7QxamRPdQ33fg,,,,,anonymous,EN,Yes,,Opera,89.0.4447.64,Windows NT 10.0,2560x1440,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Once a month,arm2_generalinfo,6286575f2d911d52cff2db4e,6286575f2d911d52cff2db4e
8/14/2022 22:34,8/14/2022 22:40,IP Address,100,375,TRUE,8/14/2022 22:40,R_BKXpbOjoOkHn5uN,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,414x896,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,A few times a year,arm2_generalinfo,5d94d7d77587a900150ac8d0,5d94d7d77587a900150ac8d0
8/14/2022 22:37,8/14/2022 22:40,IP Address,100,188,TRUE,8/14/2022 22:40,R_3O7eiv59ibS7ekW,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a week,arm1_control,5ee68971dde4ef4056079287,5ee68971dde4ef4056079287
8/14/2022 22:36,8/14/2022 22:41,IP Address,100,305,TRUE,8/14/2022 22:41,R_XF0lkM1GALyWYO5,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1366x768,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,A few times a week / Daily,arm2_generalinfo,5eaa2acbfb69011ac21b2457,5eaa2acbfb69011ac21b2457
8/14/2022 22:36,8/14/2022 22:41,IP Address,100,296,TRUE,8/14/2022 22:41,R_2rBZNFWQ4ZgsaS4,,,,,anonymous,EN,Yes,,Safari iPhone,15.5,iPhone,414x896,None at all,Frustrated,Never,Government should do more to solve problems.,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,A few times a week / Daily,arm3_tips,62eb00af5bf0e4ad919dc849,62eb00af5bf0e4ad919dc849
8/14/2022 22:37,8/14/2022 22:41,IP Address,100,217,TRUE,8/14/2022 22:41,R_XLNDnOzbbV3ed1L,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,CrOS x86_64 14909.100.0,1366x768,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Once a week,arm1_control,628494ff07588fd08c37117b,628494ff07588fd08c37117b
8/14/2022 22:38,8/14/2022 22:41,IP Address,100,166,TRUE,8/14/2022 22:41,R_3rHaRwhyDswCEWJ,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,arm3_tips,5aeeb4903c80f200013af2ed,5aeeb4903c80f200013af2ed
8/14/2022 22:38,8/14/2022 22:41,IP Address,100,184,TRUE,8/14/2022 22:41,R_beidXYp0MQjGYSt,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Android 11,412x915,Some,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a month,arm4_interactive,6278038e3c9ead31c9a91a09,6278038e3c9ead31c9a91a09
8/14/2022 22:39,8/14/2022 22:41,IP Address,100,136,TRUE,8/14/2022 22:41,R_2AS8LemCEYFTkJg,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 12,412x869,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm4_interactive,62ed6f460f7fd3cc914211f2,62ed6f460f7fd3cc914211f2
8/14/2022 22:39,8/14/2022 22:42,IP Address,100,195,TRUE,8/14/2022 22:42,R_BPaR4aJUSFzvFdv,,,,,anonymous,EN,Yes,,Safari iPhone,16,iPhone,414x896,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Disagree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,A few times a year,arm4_interactive,62f41a3f40490ce7273873ec,62f41a3f40490ce7273873ec
8/14/2022 22:40,8/14/2022 22:42,IP Address,100,174,TRUE,8/14/2022 22:42,R_sG4Ew23ldZN2A3n,,,,,anonymous,EN,Yes,,Chrome,103.0.5060.134,Android 12,360x800,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Strongly Disagree,Once a week,arm1_control,62f1b4c7dfbde02b952a98c2,62f1b4c7dfbde02b952a98c2
8/14/2022 22:38,8/14/2022 22:43,IP Address,100,304,TRUE,8/14/2022 22:43,R_3pro16tcsIZoXht,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,390x844,Some,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,arm2_generalinfo,60fcda2818c2d1cdd55a18aa,60fcda2818c2d1cdd55a18aa
8/14/2022 22:38,8/14/2022 22:43,IP Address,100,293,TRUE,8/14/2022 22:43,R_2dLWHhUwlhszWXg,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,arm2_generalinfo,62cd8af88ff531583cbd24a9,62cd8af88ff531583cbd24a9
8/14/2022 22:41,8/14/2022 22:43,IP Address,100,141,TRUE,8/14/2022 22:43,R_2OOotWxAGgGGe8H,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Agree,Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,arm1_control,60623f53d6961d317c9a5da4,60623f53d6961d317c9a5da4
8/14/2022 22:40,8/14/2022 22:43,IP Address,100,204,TRUE,8/14/2022 22:43,R_3FOsnrdUEznD2hc,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Once a month,arm3_tips,6100e99472f95077cc95639e,6100e99472f95077cc95639e
8/14/2022 22:39,8/14/2022 22:43,IP Address,100,269,TRUE,8/14/2022 22:43,R_1LiJ0srKi416Q8M,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1280x720,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,A few times a year,arm1_control,5ebb08645a22c70c2ba793e4,5ebb08645a22c70c2ba793e4
8/14/2022 22:38,8/14/2022 22:43,IP Address,100,319,TRUE,8/14/2022 22:43,R_yCvNtJv9FnWQ9TH,,,,,anonymous,EN,Yes,,Chrome,99.0.4844.88,Android 11,412x892,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,A few times a year,arm4_interactive,5f690f742f60ad0e80c1c605,5f690f742f60ad0e80c1c605
8/14/2022 22:41,8/14/2022 22:43,IP Address,100,148,TRUE,8/14/2022 22:43,R_3jZ0sS9f4IsX9rO,,,,,anonymous,EN,Yes,,Chrome,99.0.4844.88,Android 12,360x760,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Once a month,arm2_generalinfo,62bf25992ae58ab32b790b4b,62bf25992ae58ab32b790b4b
8/14/2022 22:41,8/14/2022 22:45,IP Address,100,252,TRUE,8/14/2022 22:45,R_2D5BrTkk1SnNHbP,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,CrOS x86_64 14909.100.0,910x512,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A few times a week / Daily,arm4_interactive,5d1f71def861790016fafb83,5d1f71def861790016fafb83
8/14/2022 22:42,8/14/2022 22:45,IP Address,100,177,TRUE,8/14/2022 22:45,R_Y6xeUfSNGoo2QtX,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 11,412x915,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Once a week,arm1_control,614dfd4580d5bdea2a8387f2,614dfd4580d5bdea2a8387f2
8/14/2022 22:40,8/14/2022 22:45,IP Address,100,323,TRUE,8/14/2022 22:45,R_3r0SXqfPAouyk5Q,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,390x844,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Agree,Disagree,Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Once a month,arm3_tips,60fe04ef652fd1fafaa4ae50,60fe04ef652fd1fafaa4ae50
8/14/2022 22:39,8/14/2022 22:45,IP Address,100,390,TRUE,8/14/2022 22:45,R_2rAvFeJabPB7hln,,,,,anonymous,EN,Yes,,Edge,104.0.1293.54,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a week / Daily,arm3_tips,6282abf0be2e9e2a65af807e,6282abf0be2e9e2a65af807e
8/14/2022 22:41,8/14/2022 22:46,IP Address,100,262,TRUE,8/14/2022 22:46,R_YakTPrW3qphSxMt,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1366x768,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Once a week,arm2_generalinfo,58d2cb10f5899100018a05b8,58d2cb10f5899100018a05b8
8/14/2022 22:44,8/14/2022 22:46,IP Address,100,140,TRUE,8/14/2022 22:46,R_12go2J1brCiDVGC,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,375x812,Very little,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Once a week,arm1_control,5edd13e3858a15a07241964b,5edd13e3858a15a07241964b
8/14/2022 22:44,8/14/2022 22:46,IP Address,100,118,TRUE,8/14/2022 22:46,R_1lAywBJAAyzeh2k,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 12,360x800,Some,Basically content,Most of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Disagree,Slightly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,A few times a week / Daily,arm3_tips,62b14dff6abbc73f0f5f090c,62b14dff6abbc73f0f5f090c
8/14/2022 22:42,8/14/2022 22:46,IP Address,100,282,TRUE,8/14/2022 22:46,R_XWUQCQa81qjaEx3,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,None at all,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,arm3_tips,57a93244dcff7d0001c7d86f,57a93244dcff7d0001c7d86f
8/14/2022 22:44,8/14/2022 22:47,IP Address,100,173,TRUE,8/14/2022 22:47,R_3rZoJCy86u149U9,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,2560x1440,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,A few times a week / Daily,arm2_generalinfo,5e23b44828b7b6649cc848c1,5e23b44828b7b6649cc848c1
8/14/2022 22:42,8/14/2022 22:47,IP Address,100,326,TRUE,8/14/2022 22:47,R_1zYP4jIIx8dGla1,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Very little,Frustrated,Never,Government should do more to solve problems.,Agree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,A few times a week / Daily,arm4_interactive,5d74001d391b6600175f433b,5d74001d391b6600175f433b
8/14/2022 22:40,8/14/2022 22:48,IP Address,100,466,TRUE,8/14/2022 22:48,R_1JRqCXSpWxScNLB,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,A few times a week / Daily,arm4_interactive,611ec5fe0070d440148881e1,611ec5fe0070d440148881e1
8/14/2022 22:44,8/14/2022 22:48,IP Address,100,244,TRUE,8/14/2022 22:48,R_217GqXFRMuJIHXS,,,,,anonymous,EN,Yes,,Chrome,101.0.0.0,Android 9,424x753,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a year,arm4_interactive,6279b1ac71199d7f300ac192,6279b1ac71199d7f300ac192
8/14/2022 22:47,8/14/2022 22:49,IP Address,100,117,TRUE,8/14/2022 22:49,R_1dFh4NttmG4Bkxu,,,,,anonymous,EN,Yes,,Chrome,102.0.5005.61,Macintosh,1680x1050,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a year,arm1_control,60fe5023669d89db90fbf3e5,60fe5023669d89db90fbf3e5
8/14/2022 22:46,8/14/2022 22:49,IP Address,100,161,TRUE,8/14/2022 22:49,R_yRdCaulqfRzd42d,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,None at all,Angry,Never,Government should do more to solve problems.,Strongly Disagree,Disagree,Strongly Disagree,Slightly Agree,Disagree,,Agree,Strongly Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a month,arm1_control,5eeeb4ef8bee9f136a054a69,5eeeb4ef8bee9f136a054a69
8/14/2022 22:44,8/14/2022 22:50,IP Address,100,335,TRUE,8/14/2022 22:50,R_1r8lrArVBibZPMs,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Once a month,arm2_generalinfo,6150b0f1ea43af10285ea4b9,6150b0f1ea43af10285ea4b9
8/14/2022 22:48,8/14/2022 22:50,IP Address,100,151,TRUE,8/14/2022 22:50,R_3FLmOgUKjSkPKfV,,,,,anonymous,EN,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Once a week,arm3_tips,5fbfd130b6d531364fba8ed6,5fbfd130b6d531364fba8ed6
8/14/2022 22:47,8/14/2022 22:50,IP Address,100,217,TRUE,8/14/2022 22:50,R_2w19vOh3dnucOyG,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Most of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,arm1_control,546eb6ecfdf99b2bc7ebd02d,546eb6ecfdf99b2bc7ebd02d
8/14/2022 22:44,8/14/2022 22:51,IP Address,100,385,TRUE,8/14/2022 22:51,R_3ix3WxK3ZyXxC33,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1300x731,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Agree,Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,A few times a week / Daily,arm3_tips,5ae5b7e26735bd0001d7dfe3,5ae5b7e26735bd0001d7dfe3
8/14/2022 22:48,8/14/2022 22:51,IP Address,100,171,TRUE,8/14/2022 22:51,R_eepMn4qngmIphHr,,,,,anonymous,EN,Yes,,Safari iPhone,15.5,iPhone,375x667,None at all,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,arm2_generalinfo,5e63e24eaf3bd51660031dbe,5e63e24eaf3bd51660031dbe
8/14/2022 22:45,8/14/2022 22:51,IP Address,100,341,TRUE,8/14/2022 22:51,R_1dHmSjQzNkO2MGw,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,arm2_generalinfo,62dc292b3a585ccfd11f9bc9,62dc292b3a585ccfd11f9bc9
8/14/2022 22:49,8/14/2022 22:51,IP Address,100,112,TRUE,8/14/2022 22:51,R_3g2cPxrxmYQuCm4,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1536x864,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Disagree,Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,arm4_interactive,57a761c22fc0d400012c9656,57a761c22fc0d400012c9656
8/14/2022 22:49,8/14/2022 22:51,IP Address,100,158,TRUE,8/14/2022 22:51,R_wWTjWRYEeraeXy9,,,,,anonymous,EN,Yes,,Firefox,103,Windows NT 10.0,1920x1080,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Once a week,arm2_generalinfo,566a17d07da0350012b3e876,566a17d07da0350012b3e876
8/14/2022 22:50,8/14/2022 22:52,IP Address,100,130,TRUE,8/14/2022 22:52,R_3h6ntrgz7xtXjbS,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Once a week,arm4_interactive,5c2dae2110677f0001dd1137,5c2dae2110677f0001dd1137
