StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Employment,TotalIncome,Race,Education,Age_1,Gender,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,KeepResponse,PID
8/14/2022 23:16,8/14/2022 23:18,IP Address,100,173,TRUE,8/14/2022 23:18,R_3G0WuAgzh76jOPe,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Some college but no degree,31,Male,Other,No,,No,Yes,"Yes, use the responses.",62e6c5d05d354e1f99d612e4
8/14/2022 23:18,8/14/2022 23:19,IP Address,100,90,TRUE,8/14/2022 23:19,R_3mZSKvUG14AhZL2,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,24,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5eb24b26f30ede1a6ae46c14
8/14/2022 23:18,8/14/2022 23:19,IP Address,100,72,TRUE,8/14/2022 23:19,R_1mJgsi9JcGzBnmH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",Hispanic,Bachelor degree,46,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",614e8940d8d08d51a2785582
8/14/2022 23:19,8/14/2022 23:20,IP Address,100,75,TRUE,8/14/2022 23:20,R_1NsmLbuXtEDO7J5,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,20,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",60fcd2d346c8187e14cfd677
8/14/2022 23:19,8/14/2022 23:20,IP Address,100,104,TRUE,8/14/2022 23:20,R_3PNAJFAMAco3bDW,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,45,Female,Someone selling fraudulent goods or services,No,,Yes,Yes,"Yes, use the responses.",5dfaa06b5005cc807174ba46
8/14/2022 23:21,8/14/2022 23:22,IP Address,100,54,TRUE,8/14/2022 23:22,R_XnZnzx8z6ZW6RIR,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Bachelor degree,32,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't)",No,,No,No,"Yes, use the responses.",615f2b3f0eafbabe579b889a
8/14/2022 23:20,8/14/2022 23:22,IP Address,100,114,TRUE,8/14/2022 23:22,R_29m05O28mWQp4MK,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,51,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5d32254ab202db00014d5d31
8/14/2022 23:21,8/14/2022 23:22,IP Address,100,50,TRUE,8/14/2022 23:22,R_RDlwH611D6Fs1hL,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,41,Male,Someone claiming to be from another government agency (but wasn't),No,,No,No,"Yes, use the responses.",58623721327dab000199d588
8/14/2022 23:21,8/14/2022 23:22,IP Address,100,72,TRUE,8/14/2022 23:22,R_269n9zfG2EmdEhm,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Some college but no degree,35,Female,Someone claiming to be from another government agency (but wasn't),No,,No,No,"Yes, use the responses.",5dd32178c5fa30341133264e
8/14/2022 23:23,8/14/2022 23:25,IP Address,100,154,TRUE,8/14/2022 23:25,R_3GCTXmCR7oGMnxT,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Male,Someone claiming to be from another government agency (but wasn't),No,,Yes,No,"Yes, use the responses.",60da8a02188689fb1a8e2700
8/14/2022 23:28,8/14/2022 23:29,IP Address,100,87,TRUE,8/14/2022 23:29,R_12447RPQSTplHC5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,54,Female,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,"Yes, use the responses.",5c16b56c2b16ba0001c99b0f
8/14/2022 23:29,8/14/2022 23:30,IP Address,100,54,TRUE,8/14/2022 23:30,R_Dotr3a7RJibQye5,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Some college but no degree,19,Other,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,"Yes, use the responses.",55d5b307cfc2f400054583d1
8/14/2022 23:29,8/14/2022 23:30,IP Address,100,69,TRUE,8/14/2022 23:30,R_3FP8BXqR2InY3fP,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,23,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,"Yes, use the responses.",60ff598e375de2052d66c59e
8/14/2022 23:29,8/14/2022 23:33,IP Address,100,197,TRUE,8/14/2022 23:33,R_2SpiZOmhVwGDxnD,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",Hispanic,Some college but no degree,21,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,"Yes, use the responses.",5d9bc269f371b8028c8f52b9
8/14/2022 23:32,8/14/2022 23:33,IP Address,100,67,TRUE,8/14/2022 23:33,R_2Vmu69PQENSP8Bz,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,38,Female,Other,No,,No,No,"Yes, use the responses.",5ba3de31fcf3440001cd4bc1
8/14/2022 23:34,8/14/2022 23:35,IP Address,100,88,TRUE,8/14/2022 23:35,R_3pqXXjvHUL86F1D,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,45,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,"Yes, use the responses.",614fe903e5acda6e19a9bc39
8/14/2022 23:34,8/14/2022 23:36,IP Address,100,91,TRUE,8/14/2022 23:36,R_1Lb7zDmvNSUlxM6,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",38,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",588e3172bc9f190001487eb8
8/14/2022 23:35,8/14/2022 23:36,IP Address,100,82,TRUE,8/14/2022 23:36,R_2Qy4IMRj2NQyWtc,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),,44,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",627121bbdd4e39bcc0a0079f
8/14/2022 23:35,8/14/2022 23:37,IP Address,100,88,TRUE,8/14/2022 23:37,R_1H5C2ygdmbp1eVK,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",26,Male,Someone claiming to be from the IRS (but wasn't),No,,No,No,"Yes, use the responses.",5a9067894eecca0001dd1427
8/14/2022 23:37,8/14/2022 23:38,IP Address,100,61,TRUE,8/14/2022 23:38,R_1Lv2X7WGv54tFQs,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,54,Female,,,,,No,"Yes, use the responses.",5910a67f5a530d00011f9561
8/14/2022 23:38,8/14/2022 23:40,IP Address,100,91,TRUE,8/14/2022 23:40,R_2aK3hUuaI7SkReY,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Bachelor degree,32,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",61222038c2048b50449284a1
8/14/2022 23:39,8/14/2022 23:40,IP Address,100,37,TRUE,8/14/2022 23:40,R_pyM8vHkLm89hvZT,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",24,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5fc1fd0f60e49e305afcc6a5
8/14/2022 23:40,8/14/2022 23:41,IP Address,100,57,TRUE,8/14/2022 23:41,R_8BzL7TI17ETxNtf,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",African American or African (Non-Hispanic),Some high school,18,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62f20c2e4032c85e3fe9c2cc
8/14/2022 23:41,8/14/2022 23:42,IP Address,100,67,TRUE,8/14/2022 23:42,R_9zYvfriEnaHtrfH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Bachelor degree,39,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5755a4c33c680b00095db408
8/14/2022 23:45,8/14/2022 23:47,IP Address,100,140,TRUE,8/14/2022 23:47,R_1FEWcPIz34t3Dh1,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,39,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,200,No,No,"Yes, use the responses.",6124d122d91be3f612508804
8/14/2022 23:48,8/14/2022 23:49,IP Address,100,33,TRUE,8/14/2022 23:49,R_RXMsUrh5YxJkLdf,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,39,Female,,,,,No,"Yes, use the responses.",5ebf5264a1700d331489cf8b
8/14/2022 23:48,8/14/2022 23:49,IP Address,100,64,TRUE,8/14/2022 23:49,R_1Ngp6i3S8xbrazr,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,25,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5f038dc85819b15b08840dfd
8/14/2022 23:49,8/14/2022 23:50,IP Address,100,84,TRUE,8/14/2022 23:50,R_OBwd8RfFMIJkOY1,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some high school,35,Female,,,,,No,"Yes, use the responses.",62d5dd5dc11b253b5adcd544
8/14/2022 23:50,8/14/2022 23:51,IP Address,100,36,TRUE,8/14/2022 23:51,R_3HCjphrrVuFJFSy,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,39,Male,,,,,No,"Yes, use the responses.",5ca229d63861e700154363bd
8/14/2022 23:51,8/14/2022 23:51,IP Address,100,45,TRUE,8/14/2022 23:51,R_Di6WT2suYLx33yx,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,45,Male,,,,,Not Sure,"Yes, use the responses.",5fbae54831099083583afff0
8/14/2022 23:52,8/14/2022 23:53,IP Address,100,44,TRUE,8/14/2022 23:53,R_tXnxPIo3qAUMcwh,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,22,Male,,,,,No,"Yes, use the responses.",5ec03a5e431c380a2dd46bb5
8/14/2022 23:57,8/14/2022 23:58,IP Address,100,40,TRUE,8/14/2022 23:58,R_2AMS2mESSV0zn2j,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,38,Female,,,,,No,"Yes, use the responses.",5589a205fdf99b7ae47f60c2
8/14/2022 23:52,8/14/2022 23:59,IP Address,100,414,TRUE,8/14/2022 23:59,R_3Es5hHMiNy2tsIN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Male,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",612eac9f6c232dc7efccc967
8/15/2022 0:00,8/15/2022 0:01,IP Address,100,105,TRUE,8/15/2022 0:01,R_3r1jM9IkvpkPbZX,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,37,Female,Other,No,,No,No,"Yes, use the responses.",61213f0d3b4fb00946c94410
8/15/2022 0:02,8/15/2022 0:03,IP Address,100,63,TRUE,8/15/2022 0:03,R_3qmwrGkzV9ehxVz,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,28,Female,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,"Yes, use the responses.",6163a4324980fcd5e2b0d4d1
8/15/2022 0:05,8/15/2022 0:08,IP Address,100,195,TRUE,8/15/2022 0:08,R_2zZJwsbpJ6v5NQn,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,50,Male,Someone selling fraudulent goods or services,No,,Yes,No,"Yes, use the responses.",5e1ec91406121f1f6cab0e0b
8/15/2022 0:06,8/15/2022 0:10,IP Address,100,250,TRUE,8/15/2022 0:10,R_2SABKw6z1qqAluU,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some high school,57,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,300,Yes,Yes,"Yes, use the responses.",616b5241d8eb9504f10a5cb2
8/15/2022 0:10,8/15/2022 0:11,IP Address,100,97,TRUE,8/15/2022 0:11,R_QmkOFOlLEx1c39T,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,41,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5dd33b9159b1b033ec2cf634
8/15/2022 0:10,8/15/2022 0:13,IP Address,100,146,TRUE,8/15/2022 0:13,R_TtO7S9FohlfMfC1,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",30,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62c66aefff9961e62fbfdec3
8/15/2022 0:17,8/15/2022 0:19,IP Address,100,128,TRUE,8/15/2022 0:19,R_1mWtbkekIBkmA9X,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,49,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5e4a59b502b78f4a232c0cff
8/15/2022 0:18,8/15/2022 0:20,IP Address,100,73,TRUE,8/15/2022 0:20,R_74fqabTEexnXGIV,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,40,Male,Someone claiming to be from the IRS (but wasn't),No,,No,No,"Yes, use the responses.",6111a8e5c22c39a1c92edb70
8/15/2022 0:21,8/15/2022 0:23,IP Address,100,128,TRUE,8/15/2022 0:23,R_2tLvAHyS7MAeaXN,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,45,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,"Yes, use the responses.",62d50038465c17afbd56b7de
8/15/2022 0:22,8/15/2022 0:24,IP Address,100,104,TRUE,8/15/2022 0:24,R_2PdLwPuQTZvkbg1,,,,,anonymous,EN,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",63,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",57544b36eb80c4000741a7b0
8/15/2022 0:25,8/15/2022 0:27,IP Address,100,129,TRUE,8/15/2022 0:27,R_1Lce0jVZYL1pFEV,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,28,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,"Yes, use the responses.",609f528fba531c5195b6cd4e
8/15/2022 0:26,8/15/2022 0:28,IP Address,100,79,TRUE,8/15/2022 0:28,R_3EJZXGKXtBSYcQd,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",27,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5e5080883771350caf2d9fda
8/15/2022 0:27,8/15/2022 0:29,IP Address,100,133,TRUE,8/15/2022 0:29,R_3Oqc8M3fZrTkFYO,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,30,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5d21dd64851927001e3a5032
8/15/2022 0:28,8/15/2022 0:30,IP Address,100,129,TRUE,8/15/2022 0:30,R_bKqAtK6NMvNl6md,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Some college but no degree,38,Male,"Someone claiming to be from the IRS (but wasn't),Other",No,,No,No,"Yes, use the responses.",60cbfa0478bcd18dc14647d3
8/15/2022 0:30,8/15/2022 0:31,IP Address,100,105,TRUE,8/15/2022 0:32,R_2uWYjSsFRzjpBRq,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,43,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",616567af93f2b71b50c3ff85
8/15/2022 0:33,8/15/2022 0:34,IP Address,100,61,TRUE,8/15/2022 0:34,R_1j7fzeaMSSuIHLL,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,28,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5d76d2f7daf4bf00164d585b
8/15/2022 0:36,8/15/2022 0:37,IP Address,100,79,TRUE,8/15/2022 0:37,R_27dPytK82Sr2RSk,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,30,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Not Sure,"Yes, use the responses.",62e42aaad0079d2ff8e97597
8/15/2022 0:37,8/15/2022 0:39,IP Address,100,103,TRUE,8/15/2022 0:39,R_3L6AzbYfl3LMbp0,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",35,Female,Someone claiming to be from the IRS (but wasn't),No,,No,No,"Yes, use the responses.",62e02b1ed5b0fbc1b1dc09e7
8/15/2022 0:37,8/15/2022 0:40,IP Address,100,142,TRUE,8/15/2022 0:40,R_UaOLtM1Zf7eRq25,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,47,Female,"Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,Yes,Yes,"Yes, use the responses.",55a29659fdf99b5ff49937d3
8/15/2022 0:39,8/15/2022 0:42,IP Address,100,185,TRUE,8/15/2022 0:42,R_R1YXO9fv7ivrCAp,,,,,anonymous,EN,"Disabled, not able to work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,45,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,Yes,No,"Yes, use the responses.",5ef83fd0b0ec20582318c7b9
8/15/2022 0:41,8/15/2022 0:42,IP Address,100,53,TRUE,8/15/2022 0:42,R_YXkbyUFpEvbQtTb,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,22,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5ebb51e14fa5d7123c03615c
8/15/2022 0:45,8/15/2022 0:46,IP Address,100,65,TRUE,8/15/2022 0:46,R_1Fb77zQdJ8QMZnc,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,43,Female,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62b1ddb9b98b2132e0843d26
8/15/2022 0:47,8/15/2022 0:50,IP Address,100,149,TRUE,8/15/2022 0:50,R_1BXxsjRVID6xwGQ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,30,Female,Someone selling fraudulent goods or services,Yes,200,Yes,Yes,"Yes, use the responses.",5dd60855a4aa265bc6a95ec6
8/15/2022 0:48,8/15/2022 0:50,IP Address,100,129,TRUE,8/15/2022 0:50,R_1q4E0defr32DlOA,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,65,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,"Yes, use the responses.",62e92eaa0126fad0f6c5b953
8/15/2022 0:48,8/15/2022 0:50,IP Address,100,140,TRUE,8/15/2022 0:50,R_3Ok7RJjyNjUjexc,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,44,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,1700,Yes,Yes,"Yes, use the responses.",5f6067975552dc000aa21f2a
8/15/2022 0:48,8/15/2022 0:51,IP Address,100,159,TRUE,8/15/2022 0:51,R_6okpX6G25A7v6pz,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,39,Female,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,"Yes, use the responses.",5e9f657265908b0fcacb1839
8/15/2022 0:50,8/15/2022 0:51,IP Address,100,75,TRUE,8/15/2022 0:51,R_2aQd2QxA5v5kNqY,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,39,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",62cb2fda77bec729c86fbbba
8/15/2022 0:49,8/15/2022 0:53,IP Address,100,238,TRUE,8/15/2022 0:53,R_3L7OGUtqWDavKeG,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,56,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",Yes,"2,400.00",Yes,No,"Yes, use the responses.",5c4a2bcb4d22460001c5da97
8/15/2022 0:54,8/15/2022 0:55,IP Address,100,64,TRUE,8/15/2022 0:55,R_WchxARTCoHUpETT,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,44,Female,,,,,No,"Yes, use the responses.",5d48f454fb0ce0001a050283
8/15/2022 0:59,8/15/2022 1:01,IP Address,100,93,TRUE,8/15/2022 1:01,R_1LqbkgMCccIpPxi,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,Associate degree,43,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,300,Yes,No,"Yes, use the responses.",5d0bd1f57b7e3c0019a69350
8/15/2022 0:59,8/15/2022 1:01,IP Address,100,106,TRUE,8/15/2022 1:01,R_9Hp1v7EjuZ2sKhb,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,35,Female,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62e026ce2fa7b374d64081b5
8/15/2022 1:06,8/15/2022 1:08,IP Address,100,134,TRUE,8/15/2022 1:08,R_vJhbEzXVg01uyXf,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",African American or African (Non-Hispanic),Associate degree,28,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Other",Not Sure,,Yes,No,"Yes, use the responses.",5e5220711b676824eb24c172
8/15/2022 1:10,8/15/2022 1:11,IP Address,100,87,TRUE,8/15/2022 1:11,R_UFrIhIJR4e8lLOh,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),Associate degree,28,Female,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62b0560cd5ce4b0cc13d2c3a
