,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
43,2022-07-29 19:50:00,7/29/2022 19:56,IP Address,100,351,True,7/29/2022 19:56,R_1QAi5geMJkAlnmi,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm4_interactive,6245e2d86ee95ac82a8b4641,6245e2d86ee95ac82a8b4641,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/29/2022 19:59,7/29/2022 20:00,IP Address,100,71,True,7/29/2022 20:00,R_OiKOcUPkwZn0XnP,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,28,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,Details,Real,,,Scam,,,True,True,7/29/2022 20:05,7/29/2022 20:06,IP Address,100.0,49.0,True,7/29/2022 20:06,R_Z1ZWDHmlVkwXELn,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,4,1.0,0.0,Keep,False,False,24,False
50,2022-07-29 19:51:00,7/29/2022 19:59,IP Address,100,500,True,7/29/2022 19:59,R_31RzVYx9cjSjart,,,,,anonymous,EN,,Yes,,Chrome,91.0.4472.124,Android 10,412x869,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Once a week,,arm3_tips,603a68aad98e955cdccb9aec,603a68aad98e955cdccb9aec,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:59,7/29/2022 20:01,IP Address,100,112,True,7/29/2022 20:01,R_3pco0zcmqEdQH5K,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Other","High school degree or equivalent (e.g., GED)",24,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/29/2022 20:07,7/29/2022 20:09,IP Address,100.0,74.0,True,7/29/2022 20:09,R_AdtfKjJ9ucotzk5,,,,,anonymous,EN,Other,No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,4,4,2.0,0.0,Keep,False,False,24,False
47,2022-07-29 19:51:00,7/29/2022 19:57,IP Address,100,370,True,7/29/2022 19:57,R_2wieHxuHasQ19sj,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Once a week,,arm4_interactive,62e023b0665c26fbeca9e44b,62e023b0665c26fbeca9e44b,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/29/2022 20:02,7/29/2022 20:03,IP Address,100,53,True,7/29/2022 20:03,R_29s41QYq9v5sJ9e,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,42,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/29/2022 20:11,7/29/2022 20:13,IP Address,100.0,120.0,True,7/29/2022 20:13,R_2U43kDWmMm9ohN1,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,4,2,4.0,0.0,Keep,False,False,24,False
46,2022-07-29 19:51:00,7/29/2022 19:57,IP Address,100,330,True,7/29/2022 19:57,R_2bNp4sPwgYGQNbk,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x812,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Disagree,A few times a year,,arm3_tips,5f9f431d6aa4f3589c783492,5f9f431d6aa4f3589c783492,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:57,7/29/2022 19:58,IP Address,100,99,True,7/29/2022 19:58,R_29gZ9dWrGQRJKPA,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,47,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,,,,True,False,7/29/2022 20:07,7/29/2022 20:09,IP Address,100.0,92.0,True,7/29/2022 20:09,R_1Iu6WnJtq9kxVrx,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,4,3.0,0.0,Keep,False,False,24,False
55,2022-07-29 19:52:00,7/29/2022 20:00,IP Address,100,449,True,7/29/2022 20:00,R_56AY6lrVjW3bwtz,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,390x844,Very little,Angry,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Once a week,,arm1_control,6115fe9d0646ea1c604731b6,6115fe9d0646ea1c604731b6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 20:00,7/29/2022 20:01,IP Address,100,47,True,7/29/2022 20:01,R_SPmKsAJu6uj1hKN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,31,Female,True,Real,Click,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,4,1,,,No Third Survey,False,,24,False
45,2022-07-29 19:52:00,7/29/2022 19:56,IP Address,100,254,True,7/29/2022 19:56,R_OlKZdDiXSvzvGTL,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Disagree,Slightly Disagree,Disagree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Once a month,,arm1_control,611da7451b8f0d49c45c3ef8,611da7451b8f0d49c45c3ef8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:56,7/29/2022 19:57,IP Address,100,50,True,7/29/2022 19:57,R_25EJpkLdEll0Gnb,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,23,Female,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,True,True,7/29/2022 19:59,7/29/2022 20:00,IP Address,100.0,78.0,True,7/29/2022 20:00,R_1jxEV6BA0jBt5QZ,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,2,3.0,0.0,Keep,False,False,24,False
41,2022-07-29 19:52:00,7/29/2022 19:54,IP Address,100,139,True,7/29/2022 19:54,R_1OjWlIjvnhTPqss,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Once a month,,arm2_generalinfo,5e9402c78b4a3c252eafa204,5e9402c78b4a3c252eafa204,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:54,7/29/2022 19:55,IP Address,100,52,True,7/29/2022 19:55,R_2qkFE0frN3PbWnC,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999","White or Caucasian (Non-Hispanic),Hispanic",Bachelor degree,39,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,True,True,7/29/2022 19:59,7/29/2022 20:00,IP Address,100.0,64.0,True,7/29/2022 20:00,R_eV8bJOptJe93Vlf,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,2,2.0,0.0,Keep,False,False,24,False
48,2022-07-29 19:53:00,7/29/2022 19:57,IP Address,100,245,True,7/29/2022 19:57,R_vNSJUn9ouim9N9T,,,,,anonymous,EN,,Yes,,Safari,15.6,Macintosh,810x1080,Some,Frustrated,Most of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm1_control,6149527a450140c071bd5c2e,6149527a450140c071bd5c2e,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:57,7/29/2022 19:57,IP Address,100,27,True,7/29/2022 19:57,R_cviR0KXI8FZykeJ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,47,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,,,,True,False,7/29/2022 20:01,7/29/2022 20:04,IP Address,100.0,155.0,True,7/29/2022 20:04,R_1DA9UaO8OsU1ej2,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,0,4.0,0.0,Keep,False,False,24,False
44,2022-07-29 19:54:00,7/29/2022 19:56,IP Address,100,116,True,7/29/2022 19:56,R_3F3tCwD3Hq8L1j9,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,,,arm2_generalinfo,62c70b2c6fc5a87b4d96fd2d,62c70b2c6fc5a87b4d96fd2d,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:56,7/29/2022 19:57,IP Address,100,36,True,7/29/2022 19:57,R_1mwwjJjHjEkO6tJ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,37,Male,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,,,,True,False,7/29/2022 19:58,7/29/2022 19:58,IP Address,100.0,54.0,True,7/29/2022 19:58,R_3HMNFhKs7rMhjKV,,,,,anonymous,EN,Someone claiming to be from the company where you work (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,1,1.0,0.0,Too Fast,False,,24,False
69,2022-07-29 19:54:00,7/29/2022 20:11,IP Address,100,991,True,7/29/2022 20:11,R_yF8aLWuD0baxluN,,,,,anonymous,EN,,Yes,,Safari iPhone,14.1.1,iPhone,375x667,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm1_control,61313fad6454dab291dc1256,61313fad6454dab291dc1256,2,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 20:11,7/29/2022 20:13,IP Address,100,174,True,7/29/2022 20:13,R_2B547JU5RZ2ZZhj,,,,,anonymous,EN,Retired,"$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,49,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,,,,True,False,7/29/2022 20:25,7/29/2022 20:27,IP Address,100.0,145.0,True,7/29/2022 20:27,R_3PzAaOXkSXsZcne,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,4,4.0,0.0,Keep,False,False,24,False
53,2022-07-29 19:54:00,7/29/2022 20:00,IP Address,100,340,True,7/29/2022 20:00,R_2YmQBCyJncnonFL,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 9,360x740,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a year,,arm4_interactive,61127f084f03e7643f7b0f98,61127f084f03e7643f7b0f98,3,0,Both,,Details,Real,,,Scam,,Details,Real,,,Both,,,Both,,,Both,,Details,Scam,,Details,True,True,7/29/2022 20:09,7/29/2022 20:10,IP Address,100,83,True,7/29/2022 20:10,R_2dgnRu9HiPFVODS,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",Hispanic,Associate degree,30,Female,True,Scam,,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/29/2022 20:14,7/29/2022 20:15,IP Address,100.0,104.0,True,7/29/2022 20:15,R_1lAWBlwD3lsWNE6,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,4,4.0,0.0,Keep,False,False,24,False
49,2022-07-29 19:56:00,7/29/2022 19:58,IP Address,100,132,True,7/29/2022 19:58,R_272JGGFv6Lc3Kit,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Once a week,,arm3_tips,5e11882114ae638303c715d9,5e11882114ae638303c715d9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:58,7/29/2022 19:59,IP Address,100,30,True,7/29/2022 19:59,R_ZmmWHSMF29BwVa1,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,40,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/29/2022 20:01,7/29/2022 20:01,IP Address,100.0,45.0,True,7/29/2022 20:01,R_afv6PdzovJJcwil,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,0,0,0.0,0.0,Keep,False,False,24,False
54,2022-07-29 19:56:00,7/29/2022 20:00,IP Address,100,223,True,7/29/2022 20:00,R_1Ld87EMjnwyP8mF,,,,,anonymous,EN,,Yes,,Safari,15.5,Macintosh,1440x900,Some,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Disagree,Slightly Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,61147fe0ad281b1f08574891,61147fe0ad281b1f08574891,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/29/2022 20:02,7/29/2022 20:03,IP Address,100,24,True,7/29/2022 20:03,R_71hmS20yOQHjjBD,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,20,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,,,,True,False,7/29/2022 20:05,7/29/2022 20:06,IP Address,100.0,41.0,True,7/29/2022 20:06,R_2bJGOEFyCgi4WaB,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Not Sure,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,0,0.0,0.0,Keep,False,False,24,False
52,2022-07-29 19:57:00,7/29/2022 20:00,IP Address,100,140,True,7/29/2022 20:00,R_2QXnjVHGMneWcuj,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Most of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm4_interactive,59adc9c71b7a550001d63ab1,59adc9c71b7a550001d63ab1,3,1,Real,,,Real,Click,,Scam,,Details,Real,Click,,Real,,,Real,Click,,Real,Click,Details,Scam,,Details,True,True,7/29/2022 20:04,7/29/2022 20:05,IP Address,100,25,True,7/29/2022 20:05,R_2f8AACtBNRVlBkd,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,46,Female,True,Scam,,,Scam,,Details,Real,,,Scam,Click,,Real,,Details,Scam,,,Scam,,Details,Real,,,Real,,,Scam,,,True,True,7/29/2022 20:10,7/29/2022 20:11,IP Address,100.0,46.0,True,7/29/2022 20:11,R_DNM4yOlggtaVe4p,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,0,0.0,0.0,Keep,False,False,24,False
68,2022-07-29 19:57:00,7/29/2022 20:10,IP Address,100,763,True,7/29/2022 20:10,R_2WDz34hrspqFzSt,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x1024,Quite a lot,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a week / Daily,,arm1_control,56a37d86dbe850000bfcef9d,56a37d86dbe850000bfcef9d,2,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 20:10,7/29/2022 20:11,IP Address,100,46,True,7/29/2022 20:11,R_1NfR5xZmCzlNC0u,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,58,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Scam,,,Real,,,Scam,,,True,True,7/29/2022 20:13,7/29/2022 20:14,IP Address,100.0,45.0,True,7/29/2022 20:14,R_2wnx1NmSejurjRP,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,1,0.0,0.0,Keep,False,False,24,False
57,2022-07-29 19:57:00,7/29/2022 20:00,IP Address,100,182,True,7/29/2022 20:00,R_plAIvA5P87LYPJv,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x869,Some,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm1_control,60255cc2f0319509011ac0a8,60255cc2f0319509011ac0a8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 20:00,7/29/2022 20:02,IP Address,100,102,True,7/29/2022 20:02,R_3fSIg8pelT9lGQU,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,42,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Real,,,Scam,,,True,True,7/29/2022 20:05,7/29/2022 20:06,IP Address,100.0,89.0,True,7/29/2022 20:06,R_1K8SjGEpOVuzDUB,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,4,3.0,0.0,Keep,False,False,24,False
58,2022-07-29 19:57:00,7/29/2022 20:00,IP Address,100,212,True,7/29/2022 20:00,R_3J3pP65AIKgcUnj,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 7.0,360x640,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm2_generalinfo,5f54eeabaee77587d1efae3f,5f54eeabaee77587d1efae3f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 20:00,7/29/2022 20:01,IP Address,100,52,True,7/29/2022 20:01,R_paEj8aBdU4pQUnv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Associate degree,44,Female,True,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/29/2022 20:03,7/29/2022 20:04,IP Address,100.0,75.0,True,7/29/2022 20:04,R_22RkCbMolqgzNlT,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,2,2.0,0.0,Keep,False,False,24,False
